RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE,REGION,DISPOSITION METHOD,VIOLATION DATE,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS),CIVIL PENALTY ($),MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED,OTHER
826,LORD CULPEPER,77774,401 S Main St,Culpeper,VA,22701,QUALIFICATIONS; FAILED TO KEEP ACCURATE RECORDS; FAILED TO SUBMIT ANNUAL REVIEW REPORT ,3,Y,STAUNTON,INITIAL HEARING,12/31/2006,12/19/2007,03/28/08,,,,,Y,,REVOKED;LICENSEE WITHDREW APPEAL REQUEST
842,MOSBY MEADOW MARKET & GAS,45126,1475 N Main St,Culpeper,VA,22701,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,2/6/2008,,04/01/08,25," $ 2,000.00 ",,,,,
202,E V BAKER'S STORE,6578,4066 Zachary Taylor Hwy,Culpeper,VA,227019214,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,6/19/2007,,7/18/2007,25," $ 2,000.00 ",,,,,
169,GIOVANNA'S,11705,2679 Seminole Trl,Madison,VA,22727,SOLD TO UAB,1,N,STAUNTON,OFFER IN COMPROMISE,5/29/2007,7/1/2007,7/13/2007,, $ 500.00 ,15,,,,
750,CHRISTENSEN RIDGE,42933,489 Gabriel Ln,Madison,VA,22727,FAILED TO FILE STATE WINE TAX,1,N,STAUNTON,INITIAL HEARING,11/5/2007,2/6/2008,03/17/08,7, $ 500.00 ,,,,,
953,RAPPAHANNOCK STATION,48734,101 James Madison Hwy,Remington,VA,22734,LICENSEE FAILED TO KEEP COMPLETE & ACCURATE RECORDS AT THE ESTABLISHMENT; SOLD TO INTOXICATED PERSON,2,N,STAUNTON,CONSENT SETTLEMENT,1/11/2008,,05/12/08,25," $ 2,500.00 ",,,,,
38,SMOKEHOUSE WINERY,7732,10 Ashby Rd,Sperryville,VA,22740,FAILED TO FILE REQUIRED WINE WHOLESALERS TAX REPORT,1,N,STAUNTON,INITIAL HEARING,4/16/2007,8/30/2007,9/4/2007,10, $ 750.00 ,,,,,
132,UNIVERSITY EXXON,41067,1735 Reservoir St,Harrisonburg,VA,22801,SOLD TO THREE UAB'S,1,Y,STAUNTON,INITIAL HEARING,2/8/2007,6/1/2007,7/12/2007,180," $ 2,500.00 ",120,,,,
4,ROCKTOWN GRILL,42179,2061 Evelyn Byrd Ave Ste F,Harrisonburg,VA,22801,ADVERTISED HAPPY HOUR CONTRARY TO RULES & REGS,1,N,STAUNTON,INITIAL HEARING,3/1/2007,6/29/2007,8/9/2007,7, $ 500.00 ,,,,,
8,ROCKTOWN GRILL,42179,2061 Evelyn Byrd Ave Ste F,Harrisonburg,VA,22801,ALLOWED AN INTOXICATED PERSON TO LOITER PREMISES,1,N,STAUNTON,INITIAL HEARING,7/6/2007,10/11/2007,12/18/2007,7, $ 500.00 ,,,,,
537,GUZMAN'S RESTAURANT,39404,928 W Market St,Harrisonburg,VA,22801,FAILED OR REFUSED TO COMPLY W/CONDITION OR RESTRICTION OF THE LICENSE,1,Y,STAUNTON,INITIAL HEARING,8/25/2007,11/27/2007,1/9/2008,90," $ 3,000.00 ",60,,,,
717,DAVE'S DOWNTOWN TAVERNA,42466,121 S Main St,Harrisonburg,VA,22801,ALLOWED CONSUMPTION OF AB BY AN INTOXICATED PERSON ,1,Y,STAUNTON,BOARD APPEAL HEARING,4/18/2007,9/5/2007,2/27/2008,30," $ 3,000.00 ",10,,,,
204,CHILIS SOUTHWEST GRILL & BAR,72660,1752 E Market St,Harrisonburg,VA,228015104,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,3/23/2007,,7/18/2007,25," $ 2,000.00 ",,,,,
751,OTTOBINE COUNTRY STORE,45220,8236 Ottobine Rd,Dayton,VA,22821,SOLD TO UAB,1,N,STAUNTON,INITIAL HEARING,10/4/2007,2/6/2008,03/17/08,25," $ 2,000.00 ",,,,,
37,GUILFORD RIDGE VINEYARD,35701,328 Running Pine Rd,Luray,VA,22835,FAILED TO FILE REQUIRED WINE WHOLESALERS TAX REPORT,1,N,STAUNTON,INITIAL HEARING,2/15/2007,6/20/2007,8/31/2007,7, $ 500.00 ,,,,,
53,ARTISANS GRILL LLC (MB),36252,2 E Main St,Luray,VA,22835,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,STAUNTON,CONSENT SETTLEMENT,7/31/2007,,11/26/2007,7, $ 500.00 ,,,,,
538,CLIFFSIDE RESTAURANT & PUB (MB),42514,8914 US Hwy 211 W,Luray,VA,22835,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,STAUNTON,INITIAL HEARING,5/31/2007,11/27/2007,1/9/2008,7, $ 500.00 ,,,,,
955,A MOMENT TO REMEMBER,8388,55 E Main St,Luray,VA,22835,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,3/27/2008,,05/12/08,25," $ 2,000.00 ",,,,,
301,BO'S BELLY BARN,47738,925 E Main St,Luray,VA,228351619,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,8/4/2007,,10/4/2007,25," $ 2,000.00 ",,,,,
542,UNCLE BUCK'S FAMILY REST (MB),33500,42 E Main St,Luray,VA,228353736,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,Y,STAUNTON,INITIAL HEARING,6/30/2007,11/27/2007,1/11/2008,25," $ 2,000.00 ",15,24,,,
302,MCCOY'S STORE,37130,865 Honeyville Rd,Stanley,VA,22851,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,8/4/2007,,10/4/2007,25," $ 2,000.00 ",,,,,
752,TIMBERVILLE PICCADILLY EXXON,17369,108 New Market Rd,Timberville,VA,22853,SOLD TO UAB,1,Y,STAUNTON,INITIAL HEARING,11/15/2007,2/6/2008,03/17/08,30," $ 3,000.00 ",7,,,,
663,AMIGOS I (DESIGNATED MGR.),45256,1863 Seminole Trl,Charlottesville,VA,22901,CONVICTED FELON,1,N,STAUNTON,INITIAL HEARING,10/9/2007,12/27/2007,2/4/2008,,,,24,,,MANAGER APPROVED
759,FOXFIELD RACES,7875,2215 Foxfield Track,Charlottesville,VA,22901,CAUSE EXISTS - PEACE & GOOD ORDER,1,Y,STAUNTON,OFFER IN COMPROMISE,4/28/2007,2/29/2008,3/17/2008,,,,,,,OFFER ACCEPTED; LICENSE CONTINUED WITH CONDITIONS AND RESTRICTIONS
210,PIZZA HUT,40963,1718 Seminole Trl,Charlottesville,VA,229011416,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,6/15/2007,,7/26/2007,25," $ 2,000.00 ",,,,,
311,MONSOON RESTAURANT,3150,113 W Market St,Charlottesville,VA,22902,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,8/30/2007,,10/12/2007,25," $ 2,000.00 ",,,,,
943,COMMONWEALTH WINES,43335,1500 Meridan Rd,Charlottesville,VA,22902,SOLD WINE IN AN UNATHORIZED MANNER,1,N,STAUNTON,CONSENT SETTLEMENT,7/6/2008,,05/12/08,10," $ 1,000.00 ",,,,,
1018,MILL CREEK MARKET,12451,1345 Parham Cir,Charlottesville,VA,22902,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,4/9/2008,,06/05/08,25," $ 2,000.00 ",,,,,
1067,"VIRGINIA WINEWORKS, LLC",48499,1781 Harris Creek Way,Charlottesville,VA,22902,QUALIFICATIONS,1,N,STAUNTON,BOARD APPEAL HEARING,10/16/2007,2/28/2008,06/25/08,,,,,,,APPLICATION-LICENSE GRANTED
691,B & R MARKET,7337,800 Avon St,Charlottesville,VA,229026114,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,11/2/2007,,2/8/2008,25," $ 2,000.00 ",,,,,
130,JEFFERSON VINEYARDS,29629,1353 Thomas Jefferson Pky,Charlottesville,VA,229028137,SOLD & SHIPPED WINE IN EXCESS OF MAXIMUM ALLOWABLE LIMITS,1,N,STAUNTON,INITIAL HEARING,1/1/2007,8/28/2007,10/12/2007,10," $ 1,000.00 ",,,,,
442,TOKYO ROSE,38289,2171 Ivy Rd,Charlottesville,VA,22903,PERMITTED AFTER HOURS CONSUMPTION/ALLOWED REMOVAL OF BEER SOLD FOR ON PREMISES CONSUMPTION ,2,N,STAUNTON,OFFER IN COMPROMISE,1/20/2007,6/13/2007,7/9/2007,, $ 500.00 ,,,,,
89,THE OUTBACK LODGE (MB),57345,917 B & C Preston Ave,Charlottesville,VA,22903,ISSUED INSUFFICIENT FUNDS CHECK - TWICE,1,Y,STAUNTON,CONSENT SETTLEMENT,6/18/2007,,9/10/2007,7, $ 250.00 ,,,,,
317,7DAY JUNIOR,44659,104 14th St NW Ste 6,Charlottesville,VA,22903,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,9/27/2007,,10/16/2007,25," $ 2,000.00 ",,,,,
10,COUPE DEVILLES RESTAURANT,38112,9 Elliewood Ave,Charlottesville,VA,229032603,ALLOWED CONSUMPTION BY AN UAB,1,N,STAUNTON,CONSENT SETTLEMENT,10/13/2007,,11/29/2007,25," $ 2,000.00 ",,,,,
705,BILTMORE GRILL,76109,16 Elliewood Ave,Charlottesville,VA,229032604,SOLD TO UAB,1,Y,STAUNTON,INITIAL HEARING,8/30/2007,1/24/2008,2/25/2008,30," $ 3,000.00 ",7,,,,
725,MELLOW MUSHROOM,11765,1309 W Main St,Charlottesville,VA,229032825,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,1/9/2008,,2/29/2008,25," $ 2,000.00 ",,,,,
754,ROYAL INDIAN RESTAURANT,46825,3450 Seminole Trl,Charlottesville,VA,22911,SOLD TO UAB; FAILED TO HAVE DESIGNATED MGR.'S NAME POSTED; LICENSEE IS UNABLE TO UNDERSTAND THE ENGLISH LANGUAGE,3,N,STAUNTON,INITIAL HEARING,11/1/2007,2/6/2008,03/17/08,25," $ 2,000.00 ",,,,,
192,THE BATESVILLE STORE,46906,6624 Plank Rd,Batesville,VA,229240295,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,6/13/2007,,7/9/2007,25," $ 2,000.00 ",,,,,
316,EARLYSVILLE GENERAL STORE,17133,4251 Earlysville Rd,Earlysville,VA,229362100,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,9/19/2007,,10/16/2007,25," $ 2,000.00 ",,,,,
153,FISHERSVILLE CORNER MARKET,39522,1829 Jefferson Hwy,Fishersville,VA,22939,SOLD TO UAB,1,Y,STAUNTON,INITIAL HEARING,4/18/2007,8/29/2007,10/12/2007,30," $ 3,000.00 ",10,,,,
201,CROSSROADS STORE,46298,4916 Plank Rd,North Garden,VA,22959,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,6/13/2007,,7/18/2007,25," $ 2,000.00 ",,,,,
491,EL BAQUERO WES,34824,215 Madison Rd,Orange,VA,22960,SOLD TO UAB; FAILED TO KEEP DESIGNATED MGR'S NAME POSTED; PERMITTED AN UNDERAGED TO SELL/SERVE,3,Y,STAUNTON,INITIAL HEARING,7/24/2007,10/11/2007,12/11/2007,25," $ 3,000.00 ",,,,,
152,29 RESTAURANT ,29274,8623 Seminole Trl  Hwy 29 South,Ruckersville,VA,229680088,SOLD TO UAB,1,Y,STAUNTON,INITIAL HEARING,1/25/2007,8/29/2007,10/12/2007,30," $ 3,000.00 ",10,,,,
145,FAST STOP,35979,420 N Poplar Ave,Waynesboro,VA,22980,SOLD TO UAB,1,Y,STAUNTON,BOARD APPEAL HEARING,1/5/2007,7/24/2007,7/25/2007,30," $ 3,000.00 ",10,,,,
398,7 ELEVEN STORE 2516 11128F,32018,1103 Ivy St,Waynesboro,VA,229802620,SOLD TO UAB,1,N,STAUNTON,INITIAL HEARING,4/21/2007,10/11/2007,12/11/2007,25," $ 2,000.00 ",,,,,
712,STOP IN FOOD STORES # 112,1185,2030 Rosser Ave,Waynesboro,VA,229809466,SOLD TO UAB,1,N,STAUNTON,CONSENT SETTLEMENT,1/9/2008,,2/22/2008,25," $ 2,000.00 ",,,,,
207,FIESTA RESTAURANT & BAR,43111,9563 B Kings Charter Dr,Ashland,VA,23005,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,1/23/2007,,7/26/2007,25," $ 2,000.00 ",,,,,
803,GRAYMART,39585,11247 Air Park Rd,Ashland,VA,23005,SOLD TO UAB,1,N,RICHMOND-NORTH,INITIAL HEARING,8/6/2007,2/13/2008,03/26/08,25," $ 2,000.00 ",,,,,
812,FAS MART 14,26123,10030 Sliding Hill Rd,Ashland,VA,23005,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,10/30/2007,,03/26/08,25," $ 2,000.00 ",,,,,
615,SAVE A MINIT,73153,501 N Washington Hwy,Ashland,VA,230051311,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,7/31/2007,,1/15/2008,25," $ 2,000.00 ",,,,,
617,KANGAROO EXPRESS # 3112,3139,610 England St,Ashland,VA,230052215,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,7/31/2007,,1/15/2008,25," $ 2,000.00 ",,,,,
251,CHINA STAR RESTAURANT,55275,9531 Kings Charter Dr,Ashland,VA,230057939,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,6/15/2007,,8/13/2007,25," $ 2,000.00 ",,,,,
258,THE BARN AT LAKE ANNA,46347,2800 Lewiston Rd,Bumpass,VA,230249650,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,7/3/2007,,8/20/2007,25," $ 2,000.00 ",,,,,
1051,KINGS DOMINION CAMPGROUND,59000,10061 Kings Dominion Blvd,Doswell,VA,23047,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,5/17/2008,,06/18/08,25," $ 2,000.00 ",,,,,
561,JAMES RIVER CELLARS,11103,11008 Washington Hwy,Glen Allen,VA,230591904,KEPT UNAUTHORIZED AB FOR SALE,1,N,RICHMOND-SOUTH,BOARD APPEAL HEARING,3/31/2007,8/30/2007,1/24/2008,,,,,,Y,DISMISSED AT THE APPEAL HEARING
143,WAWA FOOD MARKETS #677,13577,8800 Brook Rd,Glen Allen,VA,23060,SOLD TO UAB,1,Y,RICHMOND-NORTH,OFFER IN COMPROMISE,5/12/2007,8/28/2007,9/7/2007,," $ 5,000.00 ",5,,,,
342,MOUNTAIN EXPRESS 1,401,1680 Mountain Rd,Glen Allen,VA,23060,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,9/27/2007,,11/9/2007,25," $ 2,000.00 ",,,,,
575,MEGA MART,47724,1611 Mountain Rd,Glen Allen,VA,23060,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,9/27/2007,,1/15/2008,25," $ 2,000.00 ",,,,,
901,WAL MART SUPERCENTER # 1523,16149,11400 W Broad St,Glen Allen,VA,23060,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,2/5/2008,,04/21/08,25," $ 2,000.00 ",,,,,
786,WAWA MARKET #652,44208,5120 George Washington Memorial Hwy,Hayes,VA,23061,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,1/29/2008,,03/20/08,25," $ 2,000.00 ",,,,,
131,NICK'S SPAGHETTI & STEAK HOUSE,23955,1440 George Washington Memorial Hwy,Gloucester Point,VA,23062,SOLD TO AN INTOXICATED PERSON,1,N,HAMPTON,OFFER IN COMPROMISE,5/15/2007,7/18/2007,7/30/2007,," $ 1,500.00 ",,,,,
465,HANA SUSHI JAPANESE STEAK,39322,2274 York Crossing Dr,Hayes,VA,23072,SOLD TO UAB; NOISY OR DISORDERLY CONDUCT,2,N,HAMPTON,INITIAL HEARING,5/9/2007,8/28/2007,10/12/2007,25," $ 2,000.00 ",,,,,
185,ROYAL MART #8,45920,1113 E Nine Mile Rd,Highland Springs,VA,23075,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,5/12/2007,,7/9/2007,25," $ 2,000.00 ",,,,,
775,CVS PHARMACY #1534,38026,61 S Airport Dr,Highland Springs,VA,23075,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,1/12/2008,,03/20/08,25," $ 2,000.00 ",,,,,
1070,7 ELEVEN STORE #2515 14863,12369,1300 E Nine Mile Rd,Highland Springs,VA,23075,SOLD TO UAB,1,Y,RICHMOND-NORTH,INITIAL HEARING,12/7/2007,5/23/2008,06/26/08,30," $ 3,000.00 ",10,,,,
161,FAS MART # 84,26055,601 N Airport Dr,Highland Springs,VA,230752515,SOLD TO UAB,1,Y,RICHMOND-NORTH,INITIAL HEARING,3/3/2007,10/5/2007,12/4/2007,30," $ 3,000.00 ",10,,,,
1040,STEWARTS' GROCERY ,3631,15321 Pocohontas Trl,Lanexa,VA,23089,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,5/12/2008,,06/16/08,25," $ 2,000.00 ",,,,,
619,HADENSVILLE BP,45542,4834 Broad Street Rd,Louisa,VA,23093,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,11/6/2007,,1/15/2008,25," $ 2,000.00 ",,,,,
381,FAS MART #27,26087,7559 Cold Harbor Rd,Mechanicsville,VA,23111,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,7/31/2007,,12/7/2007,25," $ 2,000.00 ",,,,,
972,7 ELEVEN STORE 2515 24591,35140,8025 Mechanicsville Tpke,Mechanicsville,VA,23111,SOLD TO UAB,1,Y,RICHMOND-NORTH,INITIAL HEARING,1/4/2008,4/16/2008,05/27/08,30," $ 3,000.00 ",10,,,,
1035,AMF HANOVER LANES # 108,73190,7313 Bell Creek Rd,Mechanicsville,VA,23111,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,3/24/2008,,06/16/08,25," $ 2,000.00 ",,,,,
150,SANDY LANE TEXACO,55540,7274 Mechanicsville Tpke,Mechanicsville,VA,231113501,SOLD TO UAB,1,Y,RICHMOND-NORTH,INITIAL HEARING,4/5/2007,8/20/2007,10/2/2007,30," $ 3,000.00 ",10,,,,
529,4TH DOWN SPORTS BAR & GRILL (MB),41968,7073 Mechanicsville Tpke,Mechanicsville,VA,231113609,QUALIFICATIONS,1,N,RICHMOND-NORTH,INITIAL HEARING,3/31/2007,11/15/2007,1/4/2008,10," $ 1,000.00 ",,,,,
356,7 ELEVEN STORE 2515 24591,35140,8025  Mechanicsville Tpke,Mechanicsville,VA,231114566,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,7/31/2007,,11/26/2007,25," $ 2,000.00 ",,,,,
371,CVS/PHARMACY #00012,34482,13800 Hull Street Rd,Midlothian,VA,23112,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,10/11/2007,,11/29/2007,25," $ 2,000.00 ",,,,,
387,CHILIS GRILL & BAR,39622,12231 Chattanooga Plz,Midlothian,VA,23112,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,10/11/2007,,12/7/2007,25," $ 2,000.00 ",,,,,
519,PASTA LUNA (MB),38354,5000 Commonwealth Centre Pky,Midlothian,VA,23112,KEPT UNAUTHORIZED AB FOR SALE,1,N,RICHMOND-SOUTH,INITIAL HEARING,5/16/2007,11/9/2007,1/2/2008,7, $ 500.00 ,,,,,
990,COUNTY RIB & ALE HOUSE CO.,32675,11045 Hull Street Rd,Midlothian,VA,23112,SOLD TO UAB,1,Y,RICHMOND-SOUTH,BOARD APPEAL HEARING,9/25/2007,2/11/2008,6/2/2008,30," $ 4,000.00 ",3,,,,
1005,THE BOATHOUSE AT SUNDAY PARK,47223,4602 Millridge Pky,Midlothian,VA,23112,ADVERTISED ABOUT HAPPY HOUR CONTRARY TO RULE,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,2/15/2008,,06/04/08,7, $ 500.00 ,,,,,
1058,DOLCE VITA ITALIAN RESTAURANT,42084,2401 Colony Crossing Pl,Midlothian,VA,23112,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,5/7/2008,,06/18/08,25," $ 2,000.00 ",,,,,
1083,YAMATO JAPANESE STEAK HOUSE,22122,13607 Hull Street Rd,Midlothian,VA,23112,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,5/7/2008,,06/30/08,25," $ 2,000.00 ",,,,,
99,MULLIGAN'S SPORTS GRILLE ,75478,11146 A Hull Street Rd,Midlothian,VA,231123205,"LICENSEE ENTREATED, URGED, OR ENTICED A PATRON TO PURCHASE AB",1,N,RICHMOND-SOUTH,OFFER IN COMPROMISE,4/14/2007,6/11/2007,7/9/2007,, $ 500.00 ,,,,,
917,SCHLOTZSKY'S DELI,7000,11607A Midlothian Tpke,Midlothian,VA,23113,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,2/15/2008,,04/25/08,25," $ 2,000.00 ",,,,,
1027,7 ELEVEN STORE 2515 26789,40941,13300 Midlothian Tpke,Midlothian,VA,23113,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,4/23/2008,,06/05/08,25," $ 2,000.00 ",,,,,
354,MILEPOST 5 SEAFOOD & CO.,74674,1011 Sycamore Square Dr,Midlothian,VA,231134263,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,10/11/2007,,11/26/2007,25," $ 2,000.00 ",,,,,
372,RITE AID #3713,35711,3120 Polo Pky,Midlothian,VA,231134822,SOLD TO UAB,1,N,RICHMOND-SOUTH,CONSENT SETTLEMENT,10/11/2007,,11/29/2007,25," $ 2,000.00 ",,,,,
816,FAS MART # 44,26075,9492 Chamberlayne Rd,Mechanicsville,VA,23116,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,10/30/2007,,03/26/08,25," $ 2,000.00 ",,,,,
820,FAS MART #31,26089,8188 Atlee Rd,Mechanicsville,VA,23116,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,1/21/2008,,03/26/08,25," $ 2,000.00 ",,,,,
904,7 ELEVEN STORE 2515 32357,8591,8316 Meadowbridge Rd,Mechanicsville,VA,23116,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,1/15/2008,,04/21/08,25," $ 2,000.00 ",,,,,
719,HUNTER'S LANDING CONVENIENCE STORE,31870,6320 Belmont Rd,Mineral,VA,231179659,SOLD TO UAB,1,Y,RICHMOND-NORTH,BOARD APPEAL HEARING,5/16/2007,10/25/2007,2/26/2008,30," $ 4,500.00 ",3,,,,
680,OILVILLE CONVENIENCE CENTER-EXXON,5815,2400 Oilville Rd,Oilville,VA,23129,DESIGNATED MGR. HAS BEEN CONVICTED FELON,1,N,RICHMOND-NORTH,INITIAL HEARING,6/21/2007,1/3/2008,2/13/2008,,,,,,,EMPLOYEE APPROVED
515,FOUR SEASONS (MB),31694,3867 Old Buckingham Rd,Powhatan,VA,231397020,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,RICHMOND-SOUTH,INITIAL HEARING,4/1/2007,11/8/2007,1/2/2008,,,,,,Y,
532,PEPITOS MEXICAN RESTAURANT,31372,3560 N Courthouse Rd,Providence Forge,VA,23140,SOLD TO UAB,1,N,RICHMOND-NORTH,INITIAL HEARING,6/16/2007,11/20/2007,1/7/2008,25," $ 2,000.00 ",,,,,
534,GRILL ROOM AT ROYAL NEW KENT (MB),12986,10100 Kentland Trl,Providence Forge,VA,23140,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,RICHMOND-NORTH,INITIAL HEARING,4/30/2007,11/20/2007,1/9/2008,7, $ 500.00 ,,,,,
434,ADNER EXPRESS MART,46582,12228 George Washington Mem Hwy,Glenns,VA,23149,APPLICATION OBJECTIONS: LANGUAGE BARRIER/SOLD AB WHILE APPLICATION WAS PENDING,2,N,HAMPTON,INITIAL HEARING,3/20/2007,6/26/2007,7/9/2007,,,,,,,APPLICATION-LICENSE REFUSED
435,ADNER EXPRESS MART,46582,12228 George Washington Mem Hwy,Glenns,VA,23149,APPLICATION OBJECTIONS: LANGUAGE BARRIER; SOLD AB WHILE LICENSE WAS PENDING,2,N,HAMPTON,BOARD APPEAL HEARING,3/20/2007,11/1/2007,11/1/2007,,,,,,,APPLICATION-WITHDRAWN
236,FAS MART # 88,26082,338 E Williamsburg Rd,Sandston,VA,23150,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,3/3/2007,,8/13/2007,25," $ 2,000.00 ",,,,,
1056,COURTYARD BY MARRIOTT RICHMOND AIRPORT,39373,5400 Williamsburg Rd,Sandston,VA,23150,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,3/4/2008,,06/18/08,25," $ 2,000.00 ",,,,,
205,HANDI STOP,39693,17 Hanover Rd,Sandston,VA,231504022,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,3/3/2007,,7/18/2007,25," $ 2,000.00 ",,,,,
471,THE CELLAR,71564,Tyler Haynes Commons - U Of R,Richmond,VA,23173,ALLOWED CONSUMPTION OF AB IN AREAS OTHER THAN DINING AREAS; LOITERING -INTOXICATED PERSON;CONSUMPTION OF AB BY UNDERAGED,3,N,RICHMOND-SOUTH,OFFER IN COMPROMISE,3/22/2007,7/18/2007,8/2/2007,," $ 1,500.00 ",7,,,,
412,RENNIE'S ,41966,18901 Eltham Rd,West Point,VA,23181,UNDERAGED DESIGNATED MANAGER  ,1,N,RICHMOND-NORTH,INITIAL HEARING,5/18/2007,9/19/2007,9/19/2007,,,,,,,REDUCED TO A WRITTEN WARNING
945,JIM HALLS CROSS ROADS SERVICE CTR,24706,25896 Kings William Rd,West Point,VA,23181,SOLD TO UAB,1,N,RICHMOND-NORTH,CONSENT SETTLEMENT,3/8/2008,,05/12/08,25," $ 2,000.00 ",,,,,
188,BP GAS STATION,45016,1305 Richmond Rd,Williamsburg,VA,23185,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,4/9/2007,,7/9/2007,25," $ 2,000.00 ",,,,,
271,BIG KMART # 7259,6061,118 Waller Mill Rd,Williamsburg,VA,23185,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/28/2007,,8/29/2007,25," $ 2,000.00 ",,,,,
459,EAST COAST # 4057,13282,3020 Richmond Rd,Williamsburg,VA,231852001,SOLD TO UAB/FAILED TO KEEP DESIGNATED MGR.'S NAME POSTED,2,N,HAMPTON,CONSENT SETTLEMENT,4/9/2007,,7/16/2007,25," $ 2,500.00 ",,,,,
708,WILLIAMSBURG SOYA,38653,4511 John Tyler Hwy Unit G,Williamsburg,VA,231852415,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,11/13/2007,,2/22/2008,25," $ 2,000.00 ",,,,,
280,7 ELEVEN STORE 2516 25104,35543,1202 Jamestown Rd,Williamsburg,VA,231853307,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/28/2007,,9/17/2007,25," $ 2,000.00 ",,,,,
220,THE FRESH MARKET,72069,1303 Jamestown Rd #113,Williamsburg,VA,231853379,SOLD TO UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/28/2007,,7/30/2007,25," $ 2,000.00 ",,,,,
