RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE?,REGION,DISPOSITION METHOD,VIOLATION DATE,CONTINUANCE?,DATE AVAILABLE TO H & A,DATE HEARD,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS),CIVIL PENALTY ($),MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED (Y/N),OTHER,,
272,GREAT NECK SHELL 3450,34157,1280 N GREAT NECK ROAD,VIRGINIA BEACH,VA,23454,USB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,10/26/2011,N,11/16/2011,,,12/6/2011,," $ 2,000.00 ",,,,,,,
317,AMERICAN ASIAN FOOD MARKET,32548,"315 N GREAT NECK RD, STE 200",VIRGINIA BEACH,VA,23454,UAB,1,N,CHESAPEAKE,INITIAL HEARING,6/22/2011,N,8/8/2011,9/19/2011,11/4/2011,12/15/2011,30," $ 3,000.00 ",10,,,,,,
501,VINUE 112,65380,"401 N. GREAT NECK ROAD, STE. 113",VIRGINIA BEACH,VA,23454,ADVERTISED ABOUT OR CONCERNING HAPPY HOUR CONTRARY TO THE REGULATIONS OF THE BOARD; CONDUCTED A HAPPY HOUR CONTRARY TO REGULATIONS OF THE BOARD,2,N,CHESAPEAKE,APPEAL HEARING,3/17/2011,Y,5/13/2011,9/20/2011,11/10/2011,3/20/2012,,,,12,,Y,,,
537,SAMMYS RESTAURANT & LOUNGE,16751,1781 VIRGINIA BEACH BLVD.,VIRGINIA BEACH,VA,23454,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,3/14/2012,N,3/20/2012,,,4/10/2012,," $ 2,000.00 ",,,,,,,
6,SALTY Cs EATS AND DRINKS,55331,3657 SHORE DRIVE,VIRGINIA BEACH,VA,23455,LICENSEE ISSUED A CHECK WHICH WAS DISHONORED UPON PRESENTATION TO THE BANK,1,Y,CHESAPEAKE,CONSENT SETTLEMENT,2/11/2011,N,3/8/2011,,,7/11/2011,, $ 250.00 ,,,,,,,
155,CHURCH POINT MANOR THE CELLARS RESTAURANT,51172,4001 CHURCH POINT RD,VIRGINIA BEACH,VA,23455,UAB,1,N,CHESAPEAKE,INITIAL HEARING,5/17/2011,N,6/23/2011,8/10/2011,9/9/2011,10/13/2011,5," $ 1,000.00 ",,,,,,,
357,ABERDEEN BARNS OF VIRGINIA,9802,5805 NORTHAMPTON BLVD.,VIRGINIA BEACH,VA,23455,UAB,1,Y,CHESAPEAKE,CONSENT SETTLEMENT,11/9/2011,N,11/23/2011,,,1/3/2012,," $ 2,000.00 ",,,,,,,
424,MANNINOS ITALIAN BISTRO,61325,"1608 PLEASURE HOUSE RD., STE 103",VIRGINIA BEACH,VA,23455,UAB,1,N,CHESAPEAKE,OFFER IN COMPROMISE,11/9/2011,N,11/23/2011,,,1/24/2012,," $ 1,500.00 ",,,,,,,
662,THE BRASS BELL,24081,1628 INDEPENDENCE BLVD,VIRGINIA BEACH,VA,23455,UAB; ALLOWED CONSUMPTION BY UNDERAGE PERSON,2,N,CHESAPEAKE,INITIAL HEARING,1/12/2012,N,1/20/2012,3/20/2012,5/23/2012,6/26/2012,5," $ 1,000.00 ",,,,,,,
483,ZEST,51978,312 SANDBRIDGE RD,VIRGINIA BEACH,VA,23456,FAILED TO TIMELY SUBMIT MBAR,1,N,CHESAPEAKE,INITIAL HEARING,9/1/2011,N,11/30/2011,1/11/2012,2/3/2012,3/9/2012,5, $ 300.00 ,,,,,,,
374,SENECA CAMPGROUND,30847,161 PRINCESS ANNE ROAD,VIRGINIA BEACH,VA,23457,UAB,1,Y,CHESAPEAKE,CONSENT SETTLEMENT,9/27/2011,N,12/9/2011,,,1/9/2012,25,,,,,,,,
48,MISS KITTY'S VILLAGE INN,57758,660 NORTH WITCHDUCK RD,VIRGINIA BEACH,VA,23462,"FAIL TO SUBMIT COMPLETE AND ACCURATE ANNUAL REVIEW, FAIL TO KEEP COMPLETE, ACCURATE AND SEPARATE RECORDS",2,N,CHESAPEAKE,INITIAL HEARING,10/31/2010,N,4/18/2011,5/16/2011,6/22/2011,7/27/2011,7, $ 500.00 ,,,,Y,CHARGE 1 DISMISSED,,
67,MINI ITALIA NEW YORK PIZZERIA,59425,665 NEWTOWN ROAD,VIRGINIA BEACH,VA,23462,UAB,1,N,CHESAPEAKE,OFFER IN COMPROMISE,5/17/2011,N,6/27/2011,,,8/2/2011,," $ 1,500.00 ",,,,,,,
124,MONTEGO CARIBBEAN GROCERY& RESTAURANT,68301,544 NEWTOWN RD,VIRGINIA BEACH,VA,23462,PLACE TO BE OCCUPIED IS SO LOCATED THAT VIOLATIONS RELATING TO THE ABC ACT OR OF THE LAWS OF THE COMMONWEALTH RELATING TO PEACE AND GOOD ORDER WOULD RESULT FROM ISSUANCE OF THE LICENSE; PLACE TO BE OCCUPIED IS SO LOCATED WITH RESPECT TO A CHURCH AND SCHOOL THAT OERATION UNDER THE LICENSE WILL ADVERSELY AFFECT THE NORMAL ORDERLY CONDUCT; PLACE TO BE OCCUPED IS SO LOCATED WITH RESEPCT TO RESIDENTIAL AREA THAT OPERATION WILL ADVERSELY AFFECT REAL PROPERTY VALUES,3,N,CHESAPEAKE,INITIAL HEARING,5/31/2011,N,6/1/2011,7/5/2011,8/16/2011,9/28/2011,,,,,,,APPLICATION - GRANTED WITH RESTRICTIONS,,
299,RITE AID #4872,1521,5795 PRINCESS ANNE ROAD,VIRGINIA BEACH,VA,23462,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/1/2011,N,11/16/2011,,,12/15/2011,," $ 2,000.00 ",,,,,,,
369,THE GRACES CANTONESE RESTAURANT,65901,328 CONSTITUTION DRIVE,VIRGINIA BEACH,VA,23462,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/16/2011,N,11/30/2011,,,1/3/2012,," $ 2,000.00 ",,,,,,,
441,SAKURA JAPANESE RESTAURANT,54890,424 NEWTOWN ROAD,VIRGINIA BEACH,VA,23462,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,10/31/2011,N,11/23/111,,,1/30/2012,25,,,,,,,,
476,ZUSHI,39634,4540 MAIN STREET,VIRGINIA BEACH,VA,23462,UAB,1,Y,CHESAPEAKE,OFFER IN COMPROMISE,11/16/2011,N,11/30/2011,1/10/2012,1/31/2012,2/29/2012,," $ 4,000.00 ",2,,,,,,
496,MANGOS MEXICAN RESTAURANT & SPORTS GRILL,45652,"544 NEWTOWN RD., STE 158",VIRGINIA BEACH,VA,23462,FAILURE TO SUBMIT MBAR ,1,N,CHESAPEAKE,OFFER IN COMPROMISE,3/9/2011,N,3/21/2011,5-17-011,5/27/2011,3/19/2012,60," $ 5,000.00 ",30,,,,,,
546,RACEWAY/GRAND TRAK,44126,5549 VIRGINIA BEACH BLVD,VIRGINIA BEACH,VA,23462,UAB,1,N,CHESAPEAKE,INITIAL HEARING,10/31/2011,N,12/19/2011,1/31/2012,3/7/2012,4/17/2012,25," $ 2,000.00 ",,,,,,,
644,ARROWHEAD FOOD MART,36051,5636 PRINCESS ANNE ROAD,VIRGINIA BEACH,VA,23462,UAB,1,Y,CHESAPEAKE,CONSENT SETTLEMENT,4/27/2012,N,5/14/2012,,,6/18/2012,," $ 2,000.00 ",,,,,,,
308,FOOD LION 1333,9846,1920 CENTERVILLE TURNPIKE ,VIRGINIA BEACH,VA,23464,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/1/2011,N,11/16/2011,,,12/15/2011,," $ 2,000.00 ",,,,,,,
346,SKYMART #102,42620,6016 INDIAN RIVER ROAD,VIRGINIA BEACH,VA,23464,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/1/2011,N,11/16/2011,,,1/3/2012,25,,,,,,,,
663,FRANKIES PLACE FOR RIBS,72616,5200 FAIRFIELD SHOPPING CENTER,VIRGINIA BEACH,VA,23464,UAB,1,N,CHESAPEAKE,INITIAL HEARING,11/1/2011,Y,12/19/2011,3/20/2012,5/23/2012,6/26/2012,5," $ 1,000.00 ",,,,,,,
350,7 ELEVEN STORE 2511-11476 H,5957,5359 E PRINCESS ANNE ROAD,NORFOLK,VA,23502,UAB,1,Y,CHESAPEAKE,CONSENT SETTLEMENT,10/26/2011,N,11/14/2011,,,1/3/2012,," $ 2,000.00 ",,,,,,,
435,PARADIGM,54104,930 N MILITARY HWY,NORFOLK,VA,23502,GROSS RECEIPTS LESS THAN 45%,1,Y,CHESAPEAKE,INITIAL HEARING,3/31/2011,N,10/31/2011,12/6/2011,12/15/2011,1/26/2012,15," $ 1,500.00 ",,,,,,,
556,BEACH PUB,20391,1010 E. OCEAN VIEW AVENUE,NORFOLK,VA,23503,CEASES TO QUALIFY AS A RESTAURANT ,1,N,CHESAPEAKE,OFFER IN COMPROMISE,9/30/2011,N,3/27/2012,,,4/30/2012,," $ 1,500.00 ",,12,,,,,
100,SPARTAN MARKET,36453,"3020 E PRINCESS ANNE RD., STE 3026",NORFOLK,VA,23504,UAB,1,Y,CHESAPEAKE,OFFER IN COMPROMISE,5/2/2011,N,5/13/2011,7/6/2011,7/21/2011,9/7/2011,," $ 4,000.00 ",,,,,,,
303,TASTE OF EUROPE,67738,7522 GRANBY STREET,NORFOLK,VA,23505,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,10/26/2011,N,11/15/2011,,,12/15/2011,25,,,,,,,,
370,UNIVERSAL MART,42513,1033 W LITTLE CREEK ROAD,NORFOLK,VA,23505,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,10/26/2011,N,11/28/2011,,,1/3/2012,," $ 2,000.00 ",,,,,,,
160,LAMBERTS POINT GOLF CLUB,39103,4301 POWHATAN AVE,NORFOLK,VA,23508,UAB,1,N,CHESAPEAKE,INITIAL HEARING,6/22/2011,N,7/20/2011,8/9/2011,9/14/2011,10/19/2011,25," $ 2,000.00 ",,,,,,,
455,TINEE GIANT,55183,2863 EARLY STREET,NORFOLK,VA,23513,UAB,1,Y,CHESAPEAKE,INITIAL HEARING,4/27/2011,Y,6/10/2011,9/10/2011,11/7/2011,2/13/2012,25," $ 3,000.00 ",10,,,,,,
73,COLLEY CANTINA,37690,1314 COLLEY AVE,NORFOLK,VA,23517,UAB,1,N,CHESAPEAKE,INITIAL HEARING,3/11/2011,N,4/20/2011,6/17/2011,6/29/2011,8/2/2011,15," $ 1,250.00 ",,,,,,,
315,LITTLE CREEK MARINA,38864,4801 PRETTY LAKE AVE,NORFOLK,VA,23518,UAB,1,N,CHESAPEAKE,INITIAL HEARING,6/21/2011,N,8/19/2011,9/20/2011,11/10/2011,12/15/2011,25," $ 2,000.00 ",,,,,,,
392,PRIMETIIME SPORTS BAR & GRILL,44106,3574 NORTH MILITARY HWY.,NORFOLK,VA,23518,LICENSEE FAILED TO PAY THE REQUIRED STATE LICENSE FEE BY CASH AND THE LICENSEE FAILED TO PAY CASH TO THE BOARD,1,N,CHESAPEAKE,INITIAL HEARING,7/12/2011,Y,8/3/2011,10/20/2011,11/17/2011,1/19/2012,7, $ 250.00 ,,,,,,,
438,FRANCOS ITALIAN RESTAURANT,8652,"6200 NORTH MILITARY HWY., STE A",NORFOLK,VA,23518,UAB,1,N,CHESAPEAKE,APPEAL HEARING,6/24/2011,N,8/19/2011,9/20/2011,11/10/2011,1/30/2012,,,,,,,WRITTEN WARNING,,
554,WINNERS SPORTS BAR & GRILL,40956,"1522 JOHNSTONS ROAD, SUITE 24",NORFOLK,VA,23518,LICENSEE FAILED TO OBLITERATE MB STAMPS WHEN CONTAINERS WERE EMPTIED,1,N,CHESAPEAKE,CONSENT SETTLEMENT,3/3/2012,N,3/19/2012,,,4/24/2012,, $ 500.00 ,,,,,,,
411,ARAMARK EDUCATION SERVICES,72856,1200 WEBB CENTER,NORFOLK,VA,23529,LICENSEE FAILED TO COMPLY WITH A CONDITION OF THE LICENSE,1,N,CHESAPEAKE,OFFER IN COMPROMISE,5/21/2011,Y,7/26/2011,,,1/11/2012,5, $ 500.00 ,,,,,,,
354,FARMERS MARKET,19109,503 HARPERSVILLE ROAD,NEWPORT NEWS,VA,23601,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,11/22/2011,N,12/6/2011,,,1/3/2012,," $ 2,000.00 ",,,,,,,
364,KANGAROO EXPRESS #3383,11145,683 J CLYDE MORRIS BLVD.,NEWPORT NEWS,VA,23601,UAB,1,Y,HAMPTON,CONSENT SETTLEMENT,11/22/2011,N,12/5/2011,,,1/3/2012,," $ 2,000.00 ",,,,,,,
436,NEWPORT SQUARE BP,38536,834 J CLYDE MORRIS BLVD,NEWPORT NEWS,VA,23601,CANNOT DEMONSTRATE FINANCIAL RESPONSIBILITY; DOES NOT CONFORM TO REQUIREMENTS OF GOVERNING BODY,2,N,HAMPTON,INITIAL HEARING,5/23/2011,N,9/28/2011,10/27/2011,12/16/2011,1/26/2012,3,,,12,,,,,
495,CLUB PARADISE II,59550,11312 JEFFERSON AVENUE,NEWPORT NEWS,VA,23601,ALLOWED PROHIBITED CONDUCT UPON THE LICENSED PREMSIES X 2,2,Y,HAMPTON,OFFER IN COMPROMISE,10/29/2011,N,11/17/2011,1/3/2012,1/12/2012,3/19/2012,," $ 1,500.00 ",,,,,,,
30,DYNASTY RESTAURANT AND LOUNGE,62665,3516 WASHINGTON AVENUE,NEWPORT NEWS,VA,23601,LICENSEE FAILED TO OBLITEREATE THE M/B STAMPS; LICENSEE KEPT A/B WHICH HE WAS NOT AUTHORIZED TO SELL,1,N,HAMPTON,CONSENT SETTLEMENT,4/22/2011,N,5/18/2011,,,7/19/2011,," $ 1,500.00 ",,,,,,,
321,KEAGAN'S RESTAURANT & TAVERN,40621,"12551 JEFFERSON AVENUE, STE 201",NEWPORT NEWS,VA,23602,"CONDUCTED HAPPY HOUR, ADVERTISED ABOUT OR CONCERNING HAPPY HOUR CONTRARY TO RULES  & REGULATIONS OF THE BOARD",2,N,HAMPTON,APPEAL HEARING,12/15/2010,Y,2/18/2011,5/18/2011,6/28/2011,12/20/2011,,,,,,,WRITTEN WARNING,,
335,RUBY TUESDAY 123,74459,12300 JEFFERSON AVENUE PAT HNY MALL 208,NEWPORT NEWS,VA,23602,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,11/8/2011,N,11/21/2011,,,12/21/2011,," $ 2,000.00 ",,,,,,,
661,HOSS'S DELI/BURL'S SEAFOOD,67387,806 OLD OYSTER PT RD,NEWPORT NEWS,VA,23602,ALLOWED CONSUMPTION BY INTOXICATED PERSON; ALLOWED CONSUMPTION BY UNDERAGE PERSON,2,N,HAMPTON,INITIAL HEARING,10/29/2011,Y,11/21/2011,3/21/2012,5/25/2012,6/26/2012,15," $ 1,500.00 ",,,,Y,CHG 1 DIMISSED,,
273,FOOD LION #1625,13762,123 NEWMARKET SQUARE,HAMPTON,VA,23605,USB ,1,Y,HAMPTON,CONSENT SETTLEMENT,10/19/2011,N,10/27/2011,,,12/6/2011,," $ 2,000.00 ",,,,,,,
345,LITTLE JIMMYS PIZZA AND SUBS,61433,24 NEWMARKET SQUARE,NEWPORT NEWS,VA,23605,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,11/11/2011,N,12/1/2011,,,1/3/2012,25,,,,,,,,
368,THE PONDO CAFÉ AND LOUNGE,43938,5832 JEFFERSON AVENUE,NEWPORT NEWS,VA,23605,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,11/11/2011,N,11/29/2011,,,1/3/2012,," $ 2,000.00 ",,,,,,,
586,THE CORNER POCKET RESTAURANT,41068,6158 JEFFERSON AVE,NEWPORT NEWS,VA,23605,UAB,1,N,HAMPTON,INITIAL HEARING,11/11/2011,N,12/19/2011,2/7/2012,4/13/2012,5/16/2012,20," $ 1,750.00 ",,,,,,,
601,CHATTER BOX RESTAURANT & LOUNGE,68832,6128 JEFFERSON AVE,NEWPORT NEWS,VA,23605,LICENSEE FAILED TO COMPLY WITH A CONDITION OF THE LICENSE,1,N,HAMPTON,INITIAL HEARING,11/14/2011,Y,12/2/2011,2/29/2012,4/20/2012,5/29/2012,10, $ 750.00 ,,,,,,,
602,CLASSIC LANES,72654,630 79TH ST,NEWPORT NEWS,VA,23605,UAB,1,N,HAMPTON,INITIAL HEARING,11/11/2011,Y,1/6/2012,2/29/2012,4/18/2012,5/29/2012,10," $ 1,000.00 ",,,,,,,
14,BLURR BISTRO & ULTRALOUNGE,54268,605 PILOT HOUSE DR,NEWPORT NEWS,VA,23606,GEORGE EDWARD ROARK WAS CONVICTED OF FELONIES OR OF ANY CRIME OR OFFENSE INVOLVING MORAL TURPITUDE,1,N,HAMPTON,INITIAL HEARING,1/8/2011,N,4/18/2011,5/17/2011,6/7/2011,7/13/2011,,,,12,,,,,
396,BLURR BISTRO & ULTRALOUNGE,54268,605 PILOT HOUSE DR,NEWPORT NEWS,VA,23606,RATIO,1,N,HAMPTON,INITIAL HEARING,12/30/2010,N,8/9/2011,10/12/2011,12/1/2011,1/18/2012,15," $ 1,500.00 ",,,,,,,
500,THAIJINDESU,43265,2180 WILLIAM STYRON SQUARE 5,NEWPORT NEWS,VA,23606,"LICENSEE FAILED TO SUBMIT TO THE BOARD THE ANNUAL REVIEW REPORT FOR THE YEAR ENDING OCTOBER 31, 2011",1,N,HAMPTON, CONSENT SETTLEMENT,1/19/2012,N,2/27/2012,,,3/20/2012,, $ 500.00 ,,,,,,,
608,SALSAS MEXICAN RESTAURANT,50671,"704 MARINER ROW, SUITE 110",NEWPORT NEWS,VA,23606,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,4/21/2012,N,5/1/2012,,,5/31/2012,," $ 2,000.00 ",,,,,,,
128,GREEN CITY MARKET,7286,2001 25TH ST,NEWPORT NEWS,VA,23607,UAB,1,N,HAMPTON,INITIAL HEARING,5/16/2011,N,5/26/2011,7/14/2011,8/19/2011,9/28/2011,25," $ 2,000.00 ",,,,,,,
248,TJS SPORTS TAVERN,17028,7015 HUNTINGTON AVE,NEWPORT NEWS,VA,23607,THE GROSS RECEIPTS FROM THE SALE OF FOOD AND NON-ALCOHOLIC BEVERAGES AT THE LICENSED ESTABLISHMENT WERE LESS THAN 45% OF THE GROSS RECEIPTS FROM THE SALE OF MIXED BEVERAGES AND FOOD,1,N,HAMPTON,INITIAL HEARING,6/30/2011,N,8/18/2011,9/21/2011,10/26/2011,11/29/2011,7, $ 750.00 ,,,,,,,
339,7 ELEVEN STORE 2516-20483 B,62061,3314 WEST AVENUE,NEWPORT NEWS,VA,23607,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,11/11/2011,N,11/29/2011,,,12/21/2011,," $ 2,000.00 ",,,,,,,
51,RED ROCK LOUNGE,62341,"621 STONEY CREEK LN, STE 14",NEWPORT NEWS,VA,23608,LICENSEE CONDUCTED HAPPY HOUR IN CONTRARY TO REGULATIONS OF THE BOARD X2,2,Y,HAMPTON,INITIAL HEARING,12/15/2010,Y,1/26/2011,5/18/2011,6/22/2011,7/27/2011,,,,,,Y,,,
454,WARWICK RACEWAY,41921,15684 WARWICK BOULEVARD,NEWPORT NEWS,VA,23608,UAB,1,Y,HAMPTON,APPEAL HEARING,6/20/2011,Y,6/24/2011,9/22/2011,10/26/2011,2/13/2012,60," $ 5,000.00 ",5,,,,RSVP TRAINING FOR ALL EMPLOYEES WITHIN 6 MOS. OF BD. ORDER.,,
467,HOP N SHOP,71517,12961 JEFFERSON AVENUE,NEWPORT NEWS,VA,23608,UAB,1,Y,HAMPTON,CONSENT SETTLEMENT,11/11/2011,N,11/21/2011,,,2/16/2012,," $ 2,000.00 ",,,,,,,
297,GEORGES RESTAURANT,41090,413 WYTHE CREEK ROAD,POQUOSON,VA,23662,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,10/19/2011,N,11/9/2011,,,12/12/2011,," $ 2,000.00 ",,,,,,,
338,EL RANCHO MEXICAN RESTAURANT,52227,"475 WYTHE CREEK RD, SUITE G1",POQUOSON,VA,23662,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,11/12/2011,N,11/21/2011,,,12/21/2011,," $ 2,000.00 ",,,,,,,
542,7 ELEVEN STORE 2516 16656H,8950,1574 OLD BUCKROE RD,HAMPTON,VA,23664,UAB,1,N,HAMPTON,INITIAL HEARING,11/11/2011,N,12/19/2011,2/6/2012,3/13/2012,4/17/2012,25," $ 2,000.00 ",,,,,,,
17,QUEENS WAY SOUL CAFÉ,62083,1144 BIG BETHEL RD,HAMPTON,VA,23666,FAIL TO HAVE DESIGNATED MANAGER PRESENT AND IN ACTUAL CHARGE OF THE BUSINESS,1,N,HAMPTON,INITIAL HEARING,2/15/2011,N,4/1/2011,5/17/2011,6/7/2011,7/13/2011,7, $ 500.00 ,,,,,,,
185,TOWN CENTER CAFÉ,68913,2234 CUNNINGHAM DRIVE,HAMPTON,VA,23666, LICENSEE FILED TO HAVE A DESIGNATED MANAGER PRESENT & IN CHARGE,1,N,HAMPTON,CONSENT SETTLEMENT,9/21/2011,N,9/27/2011,,,10/27/2011,7,,,,,,,,
336,RUBY TUESDAY  ,2075,60 TOWN CENTER WAY,HAMPTON,VA,23666,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,11/11/2011,N,11/21/2011,,,12/21/2011,," $ 2,000.00 ",,,,,,,
421,TERRA RESTAURANT & BAR,67591,2330 MCMENAMIN STREET,HAMPTON,VA,23666,FINANCIAL RESPONSIBILITY,1,Y,HAMPTON,APPEAL HEARING,7/28/2011,N,8/18/2011,9/21/2011,10/26/2011,1/24/2012,3," $ 1,000.00 ",,12,,,,,
434,TERRA RESTAURANT & BAR,67591,2330 MCMENAMIN STREET,HAMPTON,VA,23666,"UAB; FAILURE TO HAVE DESIGNATED MANAGER ON DUTY, EMPLOYED SYLVESTER COOPER, WHO HAS BEEN CONVICTED OF A FELONY OR ANY OFFENSE INVOLVING MORAL TURPITUDE; ADVERTISED ABOUT HAPPY HOUR",4,N,HAMPTON,INITIAL HEARING,10/19/2011,N,11/2/2011,11/30/2011,12/13/2011,1/26/2012,25," $ 2,500.00 ",,,,Y,CHGS 3-4 DISMISSED,,
474,TERRA RESTAURANT & BAR,67591,2330 MCMENAMIN STREET,HAMPTON,VA,23666,LICENSEE CANNOT DEMONSTRATE FINANCIAL RESPONSIBILITY,1,N,HAMPTON,INITIAL HEARING,11/3/2011,N,11/15/2011,1/4/2012,1/19/2012,2/28/2012,7, $ 250.00 ,,,,,WB - DISMISSED,,
253,THE TREASURE CHEST,70864,1304 E. PEMBROKE AVENUE,HAMPTON,VA,23669,LICENSEE ALLOWED PROHIBITED CONDUCT UPON LICENSED PREMISES x 3; LICENSEE DENIED SPECIAL AGENTS ACCESS TO ALL AREAS OF PREMISES,4,N,HAMPTON,OFFER IN COMPROMISE,7/28/2011,Y,9/30/2011,,,12/1/2011, ," $ 4,000.00 ",7,,,,,,
322,LOUIS E RANDALL AMERICAN LEGION POST 1997,27118,915 NORTH KING STREET,HAMPTON,VA,23669,QUALIFICATIONS ,1,N,HAMPTON,APPEAL HEARING,6/15/2011,N,6/23/2011,8/12/2011,9/1/2011,12/20/2011,,,,,Y,,,,
327,CIRCLE SNACK,43475,20 W. MERCURY BLVD.,HAMPTON,VA,23669,"PLACE OCCUPIED DOES NOT CONFORM TO THE REQUIREMENTS OF THE CITY HAMPTON WITH RESPECT TO SANITATION, HEALTH, CONSTRUCTION, OR EQUIPMENT OR TO ANY SIMILAR REQUIREMENTS ESTABLISHED BY THE LAW OF THE COMMONWEALTH OR OF THE BOARD",1,N,HAMPTON,OFFER IN COMPROMISE,6/21/2011,Y,6/27/2011,,,12/15/2011,, $ 250.00 ,,,,,,,
337,FOOD LION 1299,9901,3855 KECOUGHTAN ROAD,HAMPTON,VA,23669,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,11/11/2011,N,11/22/2011,,,12/21/2011,," $ 2,000.00 ",,,,,,,
359,FOX HILL,55874,8 OLD FOX HILL ROAD,HAMPTON,VA,23669,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,11/11/2011,N,11/22/2011,,,1/3/2012,," $ 2,000.00 ",,,,,,,
394,APPLES & ONIONS,66912,1263 -1265 NORTH KING STREET,HAMPTON,VA,23669,THE APPLICANT KENZI HOWARD A PERSON NOT LICENSED UNDER THE ABC ACT KEPT OR ALLOWED TO BE KEPT ALCOHOLIC BEVERAGES UPON THE PREMISES WHILE THE APPLICATION WAS PENDING,1,N,HAMPTON,INITIAL HEARING,10/26/2011,N,10/27/2011,11/28/2011,11/30/2011,1/18/2012,,,,12,,,LICENSE GRANTED,,
249,YORKTOWN PUB,46593,540 WATER ST,YORKTOWN,VA,23690,SOLD ALCOHOLIC BEVERAGES TO AN INTOXICATED PERSON; ALLOWED THE CONSUMPTION OF ALCOHOLIC BEVERAGES BY AN INTOXICATED PERSON,2,N,HAMPTON,INITIAL HEARING,5/2/2011,Y,6/2/2011,9/22/2011,10/28/2011,11/29/2011,,,,,,Y,,,
631,STINKY'S,68173,5704 GEORGE WASHINGTON MEM HWY,YORKTOWN,VA,23692,UAB,1,N,HAMPTON,INITIAL HEARING,11/12/2011,Y,12/19/2011,5/1/2012,5/10/2012,6/13/2012,5," $ 1,000.00 ",,,,,,,
344,PIZZA HUT #4507,55028,"5003 VICTORY BLVD, SUITE B",YORKTOWN,VA,23693,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,11/12/2011,N,11/21/2011,,,1/3/2012,25,,,,,,,,
557,CLAYTONS RESTAURANT,43308,1805 HODGES FERRY ROAD,PORTSMOUTH,VA,23701,ALLOWED A FORM OF ILLEGAL GAMBLING; POSSESSED AN ILLEGAL GAMBLING DEVICE,2,N,CHESAPEAKE,OFFER IN COMPROMISE,1/25/2012,N,3/30/2012,,,4/30/2012,," $ 1,000.00 ",,,,,,,
570,ONE STOP FOOD MART,9978,3701 TURNPIKE ROAD,PORTSMOUTH,VA,23701,UAB;  LICENSEE FAILED TO HAVE DESIGNATED MANAGER PRESENT AND IN CHARGE OF BUSINESS,2,N,CHESAPEAKE,CONSENT SETTLEMENT,3/6/2012,N,3/14/2012,,,5/3/2012,," $ 2,500.00 ",,,,,,,
529,CRADOCK AMOCO,26764,4113 GEORGE WASHINGTON HWY.,PORTSMOUTH,VA,23702,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,3/6/2012,N,3/9/2012,,,4/6/2012,," $ 2,000.00 ",,,,,,,
433,THE DECK RESTAURANT,14976,10 CRAWFORD PKWY,PORTSMOUTH,VA,23704,FAILURE TO SUBMIT MBAR ,1,Y,CHESAPEAKE,INITIAL HEARING,9/12/2011,N,9/29/2011,12/7/2011,12/16/2011,1/26/2012,7, $ 500.00 ,,,,,,,
469,BRUTTIS,10579,463-467 COURT STREET,PORTSMOUTH,VA,23704,"FAILURE TO REPORT CHANGES IN OFFICERS, DIRECTORS OR SHAREHOLDERS OWNING 10% OR MORE OF THE OUTSTANDING CAPITAL STOCK OF THE LICENSED CORP. WITHIN 30 DAYS; THE LICENSEE IS NOT THE LEGITIMATE OWNER OF THE BUSINESS CONDUCTED UNDER THE LICENSES ISSUED BY THE BOARD",2,N,CHESAPEAKE,OFFER IN COMPROMISE,12/8/2011,Y,1/17/2012,,,2/28/2012,," $ 1,000.00 ",,12,,,BRUTTIS EAST TO ENTER INTO AGREEMENT WITH BRUTTIS LLC AND APPLICATION COMPLETE WITHIN 30 DAYS OF BOARD ORDER.,,
