"Run on 04JAN2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Div No.","Division Name","Sch No.","School Name","Low Grade","High Grade","Grade 3 English","Grade 3 English","Grade 3 English","Grade 3 English","Grade 3 English","Grade 3 English","Grade 3 English","Grade 5 English","Grade 5 English","Grade 5 English","Grade 5 English","Grade 5 English","Grade 5 English","Grade 5 English","Grade 5 Writing","Grade 5 Writing","Grade 5 Writing","Grade 5 Writing","Grade 5 Writing","Grade 5 Writing","Grade 5 Writing","Grade 8 English","Grade 8 English","Grade 8 English","Grade 8 English","Grade 8 English","Grade 8 English","Grade 8 English","Grade 8 Writing","Grade 8 Writing","Grade 8 Writing","Grade 8 Writing","Grade 8 Writing","Grade 8 Writing","Grade 8 Writing","EOC English","EOC English","EOC English","EOC English","EOC English","EOC English","EOC English","EOC Writing","EOC Writing","EOC Writing","EOC Writing","EOC Writing","EOC Writing","EOC Writing","Grade 3 Math","Grade 3 Math","Grade 3 Math","Grade 3 Math","Grade 3 Math","Grade 3 Math","Grade 3 Math","Grade 5 Math","Grade 5 Math","Grade 5 Math","Grade 5 Math","Grade 5 Math","Grade 5 Math","Grade 5 Math","Grade 8 Math","Grade 8 Math","Grade 8 Math","Grade 8 Math","Grade 8 Math","Grade 8 Math","Grade 8 Math","Algebra 1 Pass","Algebra 1 Pass","Algebra 1 Proficient","Algebra 1 Advanced","Algebra 1 Pass","Algebra 1 Proficient","Algebra 1 Advanced","Geometry Pass","Geometry Pass","Geometry Proficient","Geometry Advanced","Geometry Pass","Geometry Proficient","Geometry Advanced","Algebra 2 Pass","Algebra 2 Pass","Algebra 2 Proficient","Algebra 2 Advanced","Algebra 2 Pass","Algebra 2 Proficient","Algebra 2 Advanced","Grade 3 History/SS","Grade 3 History/SS","Grade 3 History/SS","Grade 3 History/SS","Grade 3 History/SS","Grade 3 History/SS","Grade 3 History/SS","Grade 5 History/SS","Grade 5 History/SS","Grade 5 History/SS","Grade 5 History/SS","Grade 5 History/SS","Grade 5 History/SS","Grade 5 History/SS","Grade 8 History/SS","Grade 8 History/SS","Grade 8 History/SS","Grade 8 History/SS","Grade 8 History/SS","Grade 8 History/SS","Grade 8 History/SS","U.S. History","U.S. History","U.S. History","U.S. History","U.S. History","U.S. History","U.S. History","U.S. History","U.S. History","U.S. History","U.S. History","U.S. History","Civics and","Civics and","Civics and","Civics and","Civics and","Civics and","Va and US History","Va and US History","Va and US History","Va and US History","Va and US History","Va and US History","Va and US History","World History","World History","World History","World History","World History","World History","World History","World Geography","World Geography","World Geography","World Geography","World Geography","World Geography","World Geography","World History","World History","World History","World History","World History","World History","World History","Grade 3 Science","Grade 3 Science","Grade 3 Science","Grade 3 Science","Grade 3 Science","Grade 3 Science","Grade 3 Science","Grade 5 Science","Grade 5 Science","Grade 5 Science","Grade 5 Science","Grade 5 Science","Grade 5 Science","Grade 5 Science","Grade 8 Science","Grade 8 Science","Grade 8 Science","Grade 8 Science","Grade 8 Science","Grade 8 Science","Grade 8 Science","Earth Science","Earth Science","Earth Science","Earth Science","Earth Science","Earth Science","Earth Science","Biology Pass","Biology Pass","Biology Proficient","Biology Advanced","Biology Pass","Biology Proficient","Biology Advanced","Chemistry Pass","Chemistry Pass","Chemistry Proficient","Chemistry Advanced","Chemistry Pass","Chemistry Proficient","Chemistry Advanced"
75,"Prince William County Public Schools",810,"MOUNTAIN VIEW ELEM.","PK",5,90.78,85.5,61.83,23.66,88.46,72.31,16.15,91.41,90.91,47.73,43.18,95.52,51.49,44.03,91.82,89.92,76.74,13.18,93.98,40.6,53.38,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",92.2,96.18,25.95,70.23,97.69,23.85,73.85,81.6,83.33,58.33,25,91.73,53.38,38.35,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",92.91,93.85,39.23,54.62,93.08,19.23,73.85,86.96,95.65,33.04,62.61,86.49,43.24,43.24,".",".",".",".",".",".",".",40.15,40.15,".",58.33,54.55,3.79,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",96.45,96.18,49.62,46.56,96.15,33.85,62.31,89.57,89.39,69.7,19.7,91.79,75.37,16.42,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
75,"Prince William County Public Schools",820,"OLD BRIDGE ELEM.","PK",5,75.45,70.24,58.33,11.9,71.96,57.94,14.02,91.53,93.02,47.67,45.35,86.79,54.72,32.08,94.83,92.39,55.43,36.96,86.79,44.34,42.45,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",87.27,91.3,45.65,45.65,85.71,41.96,43.75,83.05,89.89,52.81,37.08,87.27,57.27,30,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",87.27,92.39,36.96,55.43,84.4,44.95,39.45,86.36,85.96,44.74,41.23,87.5,41.25,46.25,".",".",".",".",".",".",".",69.32,56.82,12.5,77.36,60.38,16.98,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",79.09,87.91,45.05,42.86,81.65,49.54,32.11,80.51,92.05,56.82,35.23,85.85,65.09,20.75,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
75,"Prince William County Public Schools",830,"LEESYLVANIA ELEM.","PK",5,66.43,50.34,43.62,6.71,75.22,62.83,12.39,79.38,81.5,58.38,23.12,81.03,56.9,24.14,88.31,81.62,65.41,16.22,90.08,49.59,40.5,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",71.23,72.5,42.5,30,84.8,28.8,56,73.58,64.44,56.67,7.78,75.97,59.69,16.28,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",75,76.12,46.27,29.85,87.13,27.72,59.41,73.41,82.28,48.73,33.54,85.58,41.35,44.23,".",".",".",".",".",".",".",41.67,36.9,4.76,61.86,45.76,16.1,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",62.84,73.88,48.51,25.37,89.11,38.61,50.5,78.75,76.65,63.47,13.17,79.13,64.35,14.78,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
75,"Prince William County Public Schools",840,"BENNETT ELEM.","PK",5,85.09,80.99,61.27,19.72,90.7,68.99,21.71,92.44,91.41,49.69,41.72,94.69,46.02,48.67,96.58,92.12,62.42,29.7,95.58,48.67,46.9,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",92.11,96.48,28.17,68.31,97.67,18.6,79.07,82.35,88.34,62.58,25.77,92.04,52.21,39.82,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",98.25,97.89,13.38,84.51,98.45,16.28,82.17,96.95,96.49,25.44,71.05,96.15,29.23,66.92,".",".",".",".",".",".",".",81.6,64.42,17.18,71.43,53.57,17.86,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",97.37,96.5,41.26,55.24,97.67,31.01,66.67,90.76,94.48,62.58,31.9,91.15,68.14,23.01,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
75,"Prince William County Public Schools",850,"SONNIE PENN ELEM","PK",5,74.4,71.17,58.56,12.61,76.81,62.32,14.49,73.73,90.08,66.41,23.66,92.76,67.76,25,79.13,87.97,67.67,20.3,90.97,54.19,36.77,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",90.55,93.33,37.5,55.83,89.26,33.56,55.7,63.79,87.22,63.91,23.31,82.5,56.25,26.25,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",81.6,91.53,33.9,57.63,94.81,31.85,62.96,81.67,80.95,42.86,38.1,80.29,51.09,29.2,".",".",".",".",".",".",".",73.28,61.83,11.45,72.96,56.6,16.35,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",80,88.14,53.39,34.75,91.11,47.41,43.7,64.96,90.08,67.94,22.14,84.08,71.34,12.74,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
75,"Prince William County Public Schools",860,"BRISTOW RUN ELEM","PK",5,84.4,86.07,59.02,27.05,83.89,59.06,24.83,96.08,99.17,42.15,57.02,95.76,54.24,41.53,98.08,98.37,59.35,39.02,99.12,48.25,50.88,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",96.26,96.72,19.67,77.05,95.97,22.82,73.15,89.22,94.17,58.33,35.83,89.92,68.07,21.85,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",95.28,96.69,19.01,77.69,94.63,18.12,76.51,97.5,96.36,45.45,50.91,90.23,36.09,54.14,".",".",".",".",".",".",".",67.8,58.47,9.32,76.27,60.17,16.1,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",93.4,95.04,40.5,54.55,95.97,38.26,57.72,95.1,94.96,67.23,27.73,91.53,69.49,22.03,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
75,"Prince William County Public Schools",870,"FOREST PARK HIGH",9,12,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",5.56,11.76,11.76,".",17.65,17.65,".",".",".",".",".",".",".",".",93.89,92.17,49.29,42.88,90.35,57.74,32.6,94.65,89.62,65.4,24.22,89.83,54.13,35.7,".",".",".",".",".",".",".",".",".",".",".",".",".",".",15.15,6.35,6.35,".",9.76,9.76,".",65.09,74,70.22,3.78,80.14,71.26,8.88,84.42,76.34,58.6,17.74,79.06,61.4,17.66,86.98,74.4,53.36,21.04,84.67,61.1,23.57,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",82,89.23,49.27,39.97,91.38,47.4,43.99,".",".",".",".",".",".",".",96.89,88.4,49.67,38.73,90,52.55,37.45,75.99,69.32,50.85,18.47,73.27,49.19,24.08,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",75.43,67.56,58.08,9.48,71.39,59.97,11.42,87.21,84.44,73.35,11.09,83.09,72.91,10.18,95.09,91.22,83.51,7.71,85.03,71.57,13.45
75,"Prince William County Public Schools",880,"LOUISE A. BENTON MIDDLE",6,8,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",81.79,82.01,49.47,32.54,90.25,61,29.25,88.46,85.9,68.62,17.29,88.55,72.63,15.92,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",85.96,90.93,60.27,30.67,93.35,54.29,39.06,100,100,21.65,78.35,100,22.35,77.65,100,100,11.11,88.89,100,6.25,93.75,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",91.38,".",".",".",".",".",".",".",".",".",".",".",".",90.68,42.74,47.95,95.66,46.53,49.13,94.15,43.57,50.58,94.58,40.89,53.69,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",93.22,94.18,47.09,47.09,95.24,43.98,51.26,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
75,"Prince William County Public Schools",890,"SWANS CREEK ELEM.","PK",5,64.86,70.49,53.28,17.21,85.19,61.11,24.07,76.8,83.1,48.59,34.51,91.67,61.9,29.76,89.34,87.41,65.03,22.38,95.51,55.06,40.45,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",82.14,92.74,37.1,55.65,86.84,31.58,55.26,73.6,78.47,59.72,18.75,81.18,55.29,25.88,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",72.97,87.8,31.71,56.1,89.47,42.11,47.37,82.31,87.3,41.27,46.03,84.85,31.31,53.54,".",".",".",".",".",".",".",66.43,57.34,9.09,77.38,63.1,14.29,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",71.17,84.55,44.72,39.84,94.69,48.67,46.02,71.2,88.03,61.27,26.76,88.1,65.48,22.62,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
75,"Prince William County Public Schools",900,"CEDAR POINT ELEM.","PK",5,83.54,85.02,66.67,18.36,86.91,63.35,23.56,88.52,92.64,56.44,36.2,94.48,58.9,35.58,93.39,95.09,64.42,30.67,96.93,42.33,54.6,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",85.44,95.17,26.57,68.6,98.95,24.61,74.35,80.33,87.12,68.71,18.4,92.02,66.87,25.15,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",88.61,95.63,28.16,67.48,98.43,24.08,74.35,88.11,92.9,48.63,44.26,95.38,33.53,61.85,".",".",".",".",".",".",".",57.06,52.15,4.91,68.71,60.74,7.98,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",87.97,95.63,42.72,52.91,96.86,34.03,62.83,87.7,93.87,65.64,28.22,92.02,66.26,25.77,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
75,"Prince William County Public Schools",920,"BULL RUN MIDDLE",6,8,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",71.49,87.07,57.76,29.31,89.28,60.84,28.44,77.73,88.08,69.48,18.6,84.71,73.18,11.53,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",85.76,91.55,54.83,36.71,94.2,54.62,39.58,100,100,31.87,68.13,100,35.38,64.62,100,100,14.29,85.71,100,".",100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",86.99,".",".",".",".",".",".",".",".",".",".",".",".",85.48,51.88,33.6,87.77,41.05,46.72,90.84,39.01,51.83,93.97,45.31,48.66,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",85.06,89.34,55.04,34.29,93.43,46.95,46.48,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
75,"Prince William County Public Schools",943,"PENNINGTON SCHOOL",1,7,83.82,".",".",".",".",".",".",87.14,".",".",".",".",".",".",92.65,97.18,40.85,56.34,".",".",".",".",".",".",".",".",".",".",".",92.31,82.05,10.26,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",89.71,".",".",".",".",".",".",84.29,".",".",".",".",".",".",100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",88.24,".",".",".",".",".",".",95.24,".",".",".",".",".",".",95.74,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",88.24,".",".",".",".",".",".",85.71,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
75,"Prince William County Public Schools",945,"PENNINGTON SCHOOL",1,8,".",88.31,62.34,25.97,98.68,60.53,38.16,".",91.55,38.03,53.52,94.67,62.67,32,".",".",".",".",98.67,46.67,52,".",100,52.5,47.5,98.25,59.65,38.6,".",".",".",".",89.66,68.97,20.69,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",98.7,25.97,72.73,100,14.47,85.53,".",91.55,46.48,45.07,82.67,66.67,16,".",97.83,56.52,41.3,100,58.62,41.38,".",100,62.5,37.5,100,26.09,73.91,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",100,11.69,88.31,100,6.58,93.42,".",91.25,45,46.25,97.53,41.98,55.56,".",".",".",".",".",".",".",83.1,76.06,7.04,64,48,16,93.94,52.53,41.41,97.06,41.18,55.88,95.24,38.1,57.14,96.74,64.13,32.61,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",100,33.77,66.23,100,23.68,76.32,".",97.18,47.89,49.3,89.33,57.33,32,".",100,40,60,100,33.33,66.67,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
77,"Pulaski County Public Schools",0,"DIVISION SUMMARY",,,60.88,61.96,53.26,8.7,63.76,48.31,15.45,76.39,76.21,55.75,20.46,78.17,57.14,21.02,73.82,83.84,67.17,16.67,79.95,67.38,12.57,64.83,66.5,51.02,15.48,70.36,52.84,17.53,67.04,73.77,67.53,6.23,59.74,56.84,2.89,95.72,82.74,66.67,16.07,72.77,56.81,15.96,83.87,79.31,64.37,14.94,79.41,59.8,19.61,72.28,79.31,43.5,35.81,80.9,41.85,39.04,57.99,57.65,52.81,4.85,67.39,52.02,15.36,65.97,75.5,58.75,16.75,74.67,54.57,20.1,94.12,89.6,72,17.6,89.11,62.65,26.46,79.01,86.05,65.58,20.47,78.85,59.03,19.82,89.91,88.89,63.64,25.25,84.69,64.29,20.41,65.45,82.56,36.51,46.05,82.58,41.29,41.29,54.08,69.9,55.87,14.03,69.29,41.3,27.99,77.32,76.984,49.47,27.51,76.393,51.99,24.4,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",81.82,81.64,57.49,24.15,84.94,56.63,28.31,82.05,57.77,45.61,12.16,75.96,62.5,13.46,".",".",".",".",".",".",".",73.27,64.29,53.78,10.5,75.52,60.42,15.1,69.43,83.97,48.64,35.33,85.11,44.1,41.01,65.31,72.38,61.38,11,71.97,61.99,9.97,80.16,86.42,63.97,22.45,82.23,61.01,21.22,72.64,59.7,48.67,11.03,83.94,66.84,17.1,77.05,61.97,54.7,7.26,71.86,61.31,10.55,88.89,81.65,69.72,11.93,82.22,80.74,1.48
77,"Pulaski County Public Schools",10,"PULASKI COUNTY SR. HIGH",9,12,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",30,25,25,".",16.67,16.67,".",".",".",".",".",25,25,".",95.72,82.74,66.67,16.07,72.77,56.81,15.96,83.87,79.31,64.37,14.94,79.41,59.8,19.61,".",".",".",".",".",".",".",".",".",".",".",".",".",".",12,12.5,12.5,".",".",".",".",93.13,87.32,76.1,11.22,86,66,20,77.78,86.05,65.58,20.47,78.67,59.56,19.11,89.91,88.89,63.64,25.25,84.69,64.29,20.41,".",".",".",".",".",".",".",".",".",".",".",".",".",".",33.33,25,25,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",81.82,81.64,57.49,24.15,84.94,56.63,28.31,82.05,57.77,45.61,12.16,75.96,62.5,13.46,".",".",".",".",".",".",".",73.27,64.29,53.78,10.5,75.52,60.42,15.1,".",".",".",".",".",".",".",".",".",".",".",".",".",".",33.33,40,40,".",".",".",".",72.64,59.7,48.67,11.03,83.94,66.84,17.1,77.05,61.97,54.7,7.26,71.86,61.31,10.55,88.89,81.65,69.72,11.93,82.22,80.74,1.48
77,"Pulaski County Public Schools",20,"CRITZER ELEM.","PK",5,59.79,61.8,51.69,10.11,58.57,51.43,7.14,62.9,78.89,57.78,21.11,76.19,44.05,32.14,66.15,84.44,65.56,18.89,83.91,67.82,16.09,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",72.16,70.1,40.21,29.9,80,41.43,38.57,45.59,50.55,48.35,2.2,72.62,40.48,32.14,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",79.38,89.77,27.27,62.5,75.71,44.29,31.43,47.06,67.03,58.24,8.79,80.95,40.48,40.48,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",74.23,86.52,50.56,35.96,72.86,52.86,20,52.94,69.23,61.54,7.69,77.38,58.33,19.05,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
77,"Pulaski County Public Schools",130,"DRAPER ELEM.","KG",5,60,47.37,42.11,5.26,".",".",".",95,69.23,46.15,23.08,".",".",".",90,84.62,76.92,7.69,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",73.33,57.89,26.32,31.58,".",".",".",75,46.15,46.15,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",66.67,73.68,42.11,31.58,".",".",".",75,69.23,61.54,7.69,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",53.33,84.21,52.63,31.58,".",".",".",95,76.92,53.85,23.08,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
77,"Pulaski County Public Schools",230,"PULASKI ELEM.","PK",5,".",".",".",".",54.44,44.44,10,".",".",".",".",81.05,65.26,15.79,".",".",".",".",80.22,68.13,12.09,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",73.33,40,33.33,".",".",".",".",62.11,54.74,7.37,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",74.44,47.78,26.67,".",".",".",".",70.97,45.16,25.81,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",82.22,47.78,34.44,".",".",".",".",65.26,62.11,3.16,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
77,"Pulaski County Public Schools",260,"NEWBERN ELEM.","PK",5,45.45,46.15,38.46,7.69,66.67,47.62,19.05,70,85,65,20,70.83,62.5,8.33,90,76.19,47.62,28.57,66.67,62.5,4.17,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",59.09,61.54,38.46,23.08,85.71,33.33,52.38,50,70,70,".",37.5,33.33,4.17,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",36.36,69.23,53.85,15.38,90.48,52.38,38.1,45,70,50,20,34.78,34.78,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",59.09,76.92,69.23,7.69,90.48,52.38,38.1,55,70,65,5,37.5,37.5,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
77,"Pulaski County Public Schools",430,"SNOWVILLE ELEM.","PK",5,71.05,61.54,51.28,10.26,75.61,60.98,14.63,96.97,78.13,53.13,25,83.33,63.89,19.44,87.88,84.85,66.67,18.18,89.47,76.32,13.16,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",86.84,94.87,56.41,38.46,92.68,63.41,29.27,78.79,59.38,46.88,12.5,77.78,63.89,13.89,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",72.97,89.74,41.03,48.72,97.56,36.59,60.98,93.94,62.5,53.13,9.38,72.22,38.89,33.33,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",78.95,82.05,56.41,25.64,92.68,43.9,48.78,84.85,75,59.38,15.63,91.67,75,16.67,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
77,"Pulaski County Public Schools",460,"PULASKI MIDDLE",6,8,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",64.02,64.92,51.83,13.09,65.79,50.53,15.26,56.52,68.95,63.68,5.26,52.72,48.91,3.8,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",67.47,77.6,59.9,17.71,70.74,57.45,13.3,100,100,9.09,90.91,100,27.27,72.73,100,".",".",".",100,".",100,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",72.56,69.565,48.37,21.2,69.73,50.27,19.46,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",77.58,85.11,65.43,19.68,80.54,57.84,22.7,".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".",".","."
