RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE?,REGION,DISPOSITION METHOD,VIOLATION DATE,DISPOSITION DATE,SUSPENSION (DAYS),CIVIL PENALTY ($),MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED (Y/N),OTHER
259,TAQUERIA LA BAHIA RESTAURANT,51472,2213 S MILITARY HWY,CHESAPEAKE,VA,23320,UAB,1,N,CHESAPEAKE,INITIAL HEARING,3/26/2009,10/07/09,25," $ 2,000.00 ",,,,,
290,SALSARITAS,56521,1445 SAMS DRIVE #103,CHESAPEAKE,VA,23320,UAB,1,N,CHESAPEAKE,OFFER-IN-COMPROMISE,6/10/2009,10/23/09,15," $ 1,500.00 ",,,,,
411,MAXWELLS TAVERN,58783,"109 VOLVO PKWY, STE 1",CHESAPEAKE,VA,23320,UAB,1,N,CHESAPEAKE,OFFER-IN-COMPROMISE,8/12/2009,12/15/09,25," $ 1,500.00 ",,,,,
746,BREW CITY GRILL,32941,1701 PARKVIEW DRIVE,CHESAPEAKE,VA,23320,UAB,1,Y,CHESAPEAKE,OFFER-IN-COMPROMISE,10/8/2009,04/07/10,," $ 1,500.00 ",,,,,
2,C & E CONVENIENCE,74304,3940 AIRLINE BLVD,CHESAPEAKE,VA,23321,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,5/8/2009,07/06/09,25,,,,,,
10,FARM FRESH SUPERMARKET 168,78191,3353 W BRANCH BLVD,CHESAPEAKE,VA,23321,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,5/8/2009,07/06/09,," $ 2,000.00 ",,,,,
58,CHILIS GRILL & BAR,47751,2636 TAYLOR EOAD,CHESAPEAKE,VA,23321,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,5/8/2009,07/29/09,," $ 2,000.00 ",,,,,
159,PDX GRILLE,56082,"4300 PORTSMOUTH BLVD, STE 162B",CHESAPEAKE,VA,23321,UAB,1,N,CHESAPEAKE,OFFER-IN-COMPROMISE,5/8/2009,08/20/09,," $ 1,500.00 ",,,,,
261,MILLER MART #68,17319,3200 WESTERN BRANCH BLVD,CHESAPEAKE,VA,23321,UAB,1,N,CHESAPEAKE,INITIAL HEARING,5/8/2009,10/07/09,25," $ 2,000.00 ",,,,,
831,ELUZIONS RESTAURANT & LOUNGE,57584,4124 CHESAPEAKE SQ. BLVD.,CHESAPEAKE,VA,23321,UAB,1,N,CHESAPEAKE,OFFER-IN-COMPROMISE,2/19/2010,04/30/10,," $ 1,500.00 ",,,,,
126,THE YELLOW STORE,13149,1006 1/2 FENTRESS ROAD,CHESAPEAKE,VA,23322,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/10/2009,08/11/09,," $ 2,000.00 ",,,,,
133,CASA DI COSTANZO,43197,"1464 MOUNT PLEASANT ROAD, STE 15 ",CHESAPEAKE,VA,23322,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/10/2009,08/12/09,25,,,,,,
433,YU MI SUSHI INC,47781,"940 CEDAR ROAD, STE 111",CHESAPEAKE,VA,23322,"UAB, DESIGNATED MANAGER NOT ON DUTY",2,N,CHESAPEAKE,INITIAL HEARING,6/10/2009,12/22/09,25," $ 2,500.00 ",,,,,
481,RITE AID #11254,29661,1415 CEDAR ROAD,CHESAPEAKE,VA,23322,UAB,1,N,CHESAPEAKE,INITIAL HEARING,6/11/2009,01/13/10,25," $ 2,000.00 ",,,,,
581,CHESAPEAKE MILLER MART,35675,1229 CEDAR ROAD,CHESAPEAKE,VA,23322,UAB,1,N,CHESAPEAKE,APPEAL HEARING,6/10/2009,02/03/10,15," $ 1,500.00 ",,,,, 
13,BRENTWOOD FOOD MART,5038,1434 GEORGE WASHINGTON HWY N,CHESAPEAKE,VA,23323,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,3/26/2009,07/06/09,," $ 2,000.00 ",,,,,
14,7 ELEVEN STORE 2511 33565 A,53747,900 CAVALIER BLVD,CHESAPEAKE,VA,23323,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,5/8/2009,07/06/09,," $ 2,000.00 ",,,,,
23,EXXON #20059,14186,3591 S MILITARY HWY,CHESAPEAKE,VA,23323,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,3/26/2009,07/17/09,," $ 2,000.00 ",,,,,
174,QUICK STOP,51167,2444 CEDAR ROAD,CHESAPEAKE,VA,23323,UAB,1,N,CHESAPEAKE,INITIAL HEARING,12/10/2008,08/27/09,25," $ 2,000.00 ",,,,,
299,IZKA FOOD MART,42797,3228 S MILITARY HWY,CHESAPEAKE,VA,23323,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,8/20/2009,10/27/09,," $ 2,000.00 ",,,,,
371,7 ELEVEN STORE 2511 20291 H,23900,841 CANAL DRIVE,CHESAPEAKE,VA,23323,FAILED TO KEEP RECORDS (GENERAL) AND MAKE AVAILABLE FOR INSPECTION,1,N,CHESAPEAKE,CONSENT SETTLEMENT,9/30/2009,11/24/09,, $ 500.00 ,,,,,
536,DREAM SOUTHERN CUISINE,61302,3376 S MILITARY HWY,CHESAPEAKE,VA,23323,"PURCHASE OF AB FROM THE BOARD EXCEPT FOR CASH-(2 COUNTS), FAILED TO COMPLY WITH CONDITION OR RESTRICTION OF LICENSE-(2 COUNTS)",4,N,CHESAPEAKE,OFFER-IN-COMPROMISE,12/11/2009,02/01/10,, $ 750.00 ,,,,,
787,VA045 TEXACO CORNER MART,33472,1256 GEORGE WASHINGTON HWY N,CHESAPEAKE,VA,23323,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,3/12/2010,04/23/10,,"$2,000.00 ",,,,,
790,VA070 TEXACO CORNER MART,33456,3013 S MILITARY HWY,CHESAPEAKE,VA,23323,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,3/12/2010,04/23/10,," $ 2,000.00 ",,,,,
879,DREAM SOUTHERN CUSINE,61302,3376 S MILITARY HWY,CHESAPEAKE,VA,23323,FAIL TO COMPLY WITH BOARD ORDER,1,Y,CHESAPEAKE,INITIAL HEARING,3/8/2010,06/07/10,,,,,,,APPLICATION GRANTED
471,FOOD LION 1591,9918,2544 BAINBRIDGE BLVD,CHESAPEAKE,VA,23324,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,10/8/2009,01/04/10,," $ 2,000.00 ",,,,,
482,7 ELEVEN STORE 2511 33669 H,48157,1928 BATTLEFIELD BLVD N,CHESAPEAKE,VA,23324,UAB,1,N,CHESAPEAKE,INITIAL HEARING,6/10/2009,01/13/10,25," $ 2,000.00 ",,,,,
551,M R FOOD MART,71201,2302 BORDER ROAD,CHESAPEAKE,VA,23324,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,10/8/2009,02/04/10,," $ 2,000.00 ",,,,,
341,EL RANCHITO 2,44831,17180 COURTHOUSE ROAD,EASTVILLE,VA,23347,"UAB, DESIGNATED MANAGER NOT ON DUTY",2,N,CHESAPEAKE,CONSENT SETTLEMENT,8/8/2009,11/09/09,25,,,,,,
771,THE INN & GARDEN CAFÉ,28185,145 MARKET ST,ONANCOCK,VA,23417,CHARACTERISTICS FOOD BUSINESS x 2,2,N,CHESAPEAKE,INITIAL HEARING,5/1/2008,04/14/10,7," $ 2,000.00 ",,12,,,
74,SMITHFIELD STATION,43243,415 S CHURCH STREET,SMITHFIELD,VA,23430,UAB,1,N,HAMPTON,INITIAL HEARING,11/14/2008,08/03/09,15," $ 1,500.00 ",,,,,
585,SMITHFIELD FOOD STORE,48017,1007 S CHURCH STREET,SMITHFIELD,VA,23430,UAB,1,N,HAMPTON,INITIAL HEARING,7/29/2009,02/03/10,25," $ 2,000.00 ",,,,,
53,QUALITY INN,45560,2864 PRUDEN BLVD,SUFFOLK,VA,23434,"FAILED TO KEEP RECORDS (GENERAL) AND MAKE AVAILABLE FOR INSPECTION, QUALIFICATION TO RETAIN MB LICENSE-""RESTAURANT"", QUALIFICATIONS TO RETAIN WINE AND BEER LICENSE-""RESTAURANT""",3,N,HAMPTON,OFFER-IN-COMPROMISE,3/26/2009,07/28/09,10,,,,,,
61,WAL MART SUPERCENTER #1687,16153,1200 N MAIN STREET,SUFFOLK,VA,23434,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/3/2009,07/29/09,," $ 2,000.00 ",,,,,
219,BARONS PUB RESTAURANT,25887,185 N MAIN STREET,SUFFOLK,VA,23434,"SALE OF A.B. TO AN INTOX PERSON, CONSUMPTION OF A.B. BY AN INTOX PERSON",2,Y,HAMPTON,OFFER-IN-COMPROMISE,5/14/2009,09/04/09,," $ 3,000.00 ",,,,,PLUS MANDATORY RSVP TRAINING TO ALL WAITRESSES
516,RAY & ANN'S SPORTSBAR,78307,207 E PINNER STREET,SUFFOLK,VA,23434,"QUALIFICATIONS TO RETAIN WINE AND BEER LICENSE-""RESTAURANT""",1,N,HAMPTON,INITIAL HEARING,8/4/2009,01/20/10,30,,,,,,
827,FOOD LION 958,9792,2815 GODWIN BLVD,SUFFOLK,VA,23434,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,3/19/2010,05/05/10,," $ 2,000.00 ",,,,,
829,HOLLANDS MOSAIC LLC,49398,110 W FINNEY AVE,SUFFOLK,VA,23434,FAILED TO SUMBIT ANNUAL REVIEW REPORT,1,N,HAMPTON,CONSENT SETTLEMENT,9/30/2009,05/05/10,, $ 500.00 ,,,,,
463,KOO ASIAN BISTRO & BAR,52685,"5860 HARBOUR VIEW BLVD, STE A4",SUFFLOK,VA,23435,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,10/15/2009,01/04/10,," $ 2,000.00 ",,,,,
588,COGAN'S PIZZA,39663,"5860 HARBOR VIEW BLVD., STE A8",SUFFOLK,VA,23435,"CONSUMPTION IN OTHER THAN AUTHORIZED AREAS, ALLOWED CONSUMPTION BY INTOXICATED, SOLD TO INTOXICATED",3,N,HAMPTON,INITIAL HEARING,5/17/2009,02/03/10,20," $ 1,700.00 ",,,,Y,"CHG, 1 DISMISSED"
499,RANDZZ,40775,6001 HOLLAND ROAD,SUFFOLK,VA,23437,"QUALIFICATIONS TO RETAIN MB LICENSE-""RESTAURANT"", QUALIFICATIONS TO RETAIN MB LICENSE-""RESTAURANT""-(RATIO PROVISION)      ",2,N,HAMPTON,APPEAL HEARING,2/28/2009,01/22/10,10, $ 500.00 ,3,,,,
24,7 ELEVEN STORE 2514 18184H,16827,2256 RED TIDE ROAD,VIRGINIA BEACH,VA,23451,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/10/2009,07/17/09,," $ 2,000.00 ",,,,,
63,CIRCLE D FOOD MART #5,55577,971 VIRGINIA BEACH BLVD,VIRGINIA BEACH,VA,23451,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/2/2009,07/29/09,," $ 2,000.00 ",,,,,
86,OCEAN FOOD MART,74160,1110 ATLANTIC AVENUE #A,VIRGINIA BEACH,VA,23451,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,5/30/2009,08/05/09,," $ 2,000.00 ",,,,,
161,KOKOAMOS ISLAND BAR GRILLE & YACHT CLUB,6186,2100 MARINA SHORES DRIVE,VIRGINIA BEACH,VA,23451,UAB,1,N,CHESAPEAKE,OFFER-IN-COMPROMISE,6/10/2009,08/20/09,," $ 1,500.00 ",,,,,
194,CROCS,50692,650 19TH STREET,VIRGINIA BEACH,VA,23451,UAB,1,N,CHESAPEAKE,OFFER-IN-COMPROMISE,5/30/2009,08/31/09,," $ 1,500.00 ",,,,,
202,REEF LOUNGE & SPORTS BAR,46634,2911 2913 2915 SHORE DRIVE,VIRGINIA BEACH,VA,23451,"EMPLOYEE CONSUMING A.B. WHILE ON DUTY, CONSUMPTION OF A.B. IN AREAS OTHER THAN IN DINING/DESIGNATED AREAS",2,N,CHESAPEAKE,CONSENT SETTLEMENT,5/1/2009,09/01/09,," $ 1,000.00 ",,,,,
234,DOMO SUSHI,41987,1807 MEDITERRANEAN AVENUE,VIRGINIA BEACH,VA,23451,DESIGNATED MANAGER NOT ON DUTY,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/9/2009,09/11/09,, $ 500.00 ,,,,,
257,AVANTI,42467,727 HILLTOP N SHOPPING CENTER,VIRGINIA BEACH,VA,23451,PURCHASE OF A.B. FROM THE BOARD EXCEPT FOR CASH,1,N,CHESAPEAKE,INITIAL HEARING,3/14/2009,10/05/09,7, $ 500.00 ,,,,,
492,THE PEPPERMINT BEACH CLUB,38783,"1801 ATLANTIC AVENUE, STE C",VIRGINIA BEACH,VA,23451,CAUSE EXISTS-PEACE AND GOOD ORDER,1,Y,CHESAPEAKE,INITIAL HEARING,9/17/2008,01/20/10,,,,,,Y,DISMISSED
568,CVS PHARMACY #8226,61201,1688 LASKIN ROAD,VIRGINIA BEACH,VA,23451,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,12/11/2009,02/08/10,," $ 2,000.00 ",,,,,
695,GUADALAJARA BAR AND GRILL,33194,2272 W. GREAT NECK ROAD,VIRGINIA BEACH,VA,23451,BAD CHECK,,Y,CHESAPEAKE,OFFER-IN-COMPROMISE,12/30/2009,03/15/10,,,,,,Y,DISMISSED
751,VIRGINIA BEACH RESORT HOTEL&CONFERENCE CENTER,28088,2800 SHORE DRIVE,VIRGINIA BEACH,VA,23451,UAB,1,N,CHESAPEAKE,INITIAL HEARING,8/7/2009,04/08/10,25," $ 2,000.00 ",,,,,
786,TADS DELI,32758,600 NORFOLK AVE,VIRGINIA BEACH,VA,23451,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,3/10/2010,04/23/10,25,,,,,,
816,ANGELOS BY THE SEA,13797,2809 ATLANTIC AVE,VIRGINIA BEACH,VA,23451,MBAR,1,Y,CHESAPEAKE,INITIAL HEARING,10/1/2009,05/10/10,7, $ 500.00 ,,,,,
818,THE GREEN OAK PUB,160,2253 WEST GREAT NECK RD,VIRGINIA BEACH,VA,23451,ALLOWED CONSUMPTION 2 PERSONS< 21,1,N,CHESAPEAKE,INITIAL HEARING,9/25/2009,05/10/10,20," $ 1,750.00 ",,,,,
887,SUNSATIONS,56715,2500 ATLANTIC AVENUE,VIRGINIA BEACH,VA,23451,UAB,1,N,CHESAPEAKE,OFFER-IN-COMPROMISE,4/9/2010,06/08/10,0," $ 1,500.00 ",,,,,
78,MORADAS,56103,"3497 HOLLAND ROAD, UNITS 101 & 102",VIRGINIA BEACH,VA,23452,MISREPRESENTED A MATERIAL FACT IN APPLYING FOR LICENSE,1,N,CHESAPEAKE,INITIAL HEARING,10/28/2008,08/03/09,,,,12,,,APPLICATION GRANTED
181,FOLEYS BLARNEY STONE PUB,75156,172 S PLAZA TRAIL,VIRGINIA BEACH,VA,23452,"CONVICTED OF FELONY/MORAL TURPITUDE-OFFICER, DIRECTOR, MANAGER OR 10% SHARGEHOLDER",1,N,CHESAPEAKE,INITIAL HEARING,1/23/2009,08/28/09,,,,12,,,"AT PROCEEDINGS, CHARGE WITHDRAWN, EMPLOYEE APPROVED ON PROBATION"
442,MI TIERRA RESTAURANT,42745,138 THALIA VILLAGE SHOPPES,VIRGINIA BEACH,VA,23452,KEPT OR ALLOWED TO BE KEPT UNAUTHORIZED A.B,1,N,CHESAPEAKE,CONSENT SETTLEMENT,9/26/2009,01/04/10,, $ 500.00 ,,,,,
512,GRUMPYS RESTAUANT & LOUNGE,10344,3541 S PLAZA TRAIL,VIRGINIA BEACH,VA,23452,AFTER HOURS CONSUMPTION OF A.B.-M.B. LOCALITY,1,N,CHESAPEAKE,INITIAL HEARING,1/24/2009,01/22/10,10," $ 1,000.00 ",,,,,
541,MOMS KITCHEN & SCANDALS,40051,3501 HOLLAND ROAD,VIRGINIA BEACH,VA,23452,"QUALIFICATION TO RETAIN M.B. LICENSE-""RESTAURANT"", QIALIFICATIONS TO RETAIN WINE OR BEER LICENSE-""RESTAURANT",2,N,CHESAPEAKE,OFFER-IN-COMPROMISE,3/13/2009,02/01/10,," $ 2,500.00 ",,,,,
562,CHEESEBURGER IN PARADISE,40633,739 LYNNHAVE PKWY,VIRGINIA BEACH,VA,23452,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/5/2009,02/08/10,," $ 2,000.00 ",,,,,
601,7 ELEVEN STORE 2514,27283,3564 HOLLAND ROAD,VIRGINIA BEACH,VA,23452,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,12/15/2009,02/16/10,," $ 2,000.00 ",,,,,
602,TOBACCO ROAD,55157,"3601 HOLLAND ROAD, STE 913",VIRGINIA BEACH,VA,23452,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,12/15/2009,02/16/10,25,,,,,,
603,ALL ISLAND GROCERY,45310,"3420 HOLLAND ROAD, STE 109",VIRGINIA BEACH,VA,23452,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,12/15/2009,02/16/10,25,,,,,,
807,THE CATERING CO ,53211,4239 HOLLAND RD,VIRGINIA BEACH,VA,23452,CEASES TO QUALIFY,1,N,CHESAPEAKE,INITIAL HEARING,9/1/2008,04/29/10,,,,,,,TERMINATED; CHARGES WITHDRAWN
176,DE RICAN CAFÉ INC,40009,"3208 HOLLAND ROAD, STE 105",VIRGINIA BEACH,VA,23453,UAB,1,N,CHESAPEAKE,INITIAL HEARING,12/6/2008,08/28/09,25," $ 2,000.00 ",,,,,
757,INLAND REEF RESTAURANT & LOUNGE,57045,"1949 LYNHAVEN PKWY, STE 1588",VIRGINIA BEACH,VA,23453,FOOD/NONALCOHOLIC BEVERAGES LESS THAN 45% GROSS RECEIPTS,1,N,CHESAPEAKE,INITIAL HEARING,6/1/2008,04/09/10,15," $ 1,000.00 ",,,,,
185,CANTINA DEL LAGO,46784,"1080 NIMMO PKY, STE 1",VIRGINIA BEACH,VA,23454,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,CHESAPEAKE,INITIAL HEARING,2/10/2009,08/28/09,7, $ 500.00 ,,,,,
342,SCHLOTZSKYS,54328,"2201 UPTON DRIVE, STE 908",VIRGINIA BEACH,VA,23454,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,8/11/2009,11/09/09,25,,,,,,
343,KMART #3976,241,1650 GENERAL BOOTH BLVD,VIRGINIA BEACH,VA,23454,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,8/11/2009,11/09/09,25,,,,,,
387,COZUMEL RESTAURANTE & CANTINA,34775,"1479 GENERAL BOOTH BLVD, STE 110",VIRGINIA BEACH,VA,23454,CONSUMPTION OF A.B. BY A PERSON LESS THEN 21 YEARS OF AGE,1,N,CHESAPEAKE,OFFER-IN-COMPROMISE,7/30/2009,12/01/09,," $ 1,500.00 ",,,,,
428,AQUA RESTAURANT & LOUNGE,41751,1525 GENERAL BOOTH BLVD,VIRGINIA BEACH,VA,23454,FAILED TO SUBMIT ANNUAL REVIEW REPORT,1,N,CHESAPEAKE,INITIAL HEARING,6/5/2009,12/22/09,,,,,,Y,DISMISSED
500,AQUA RESTAURANT & LOUNGE,41751,1525 GENERAL BOOTH BLVD,VIRGINIA BEACH,VA,23454,CAUSE EXISTS-PEACE AND GOOD ORDER,1,N,CHESAPEAKE,APPEAL HEARING,7/28/2008,01/22/10,,,,,Y,,REVOKED
596,YAMATO STEAK HOUSE,36499,1340 N GREAT NECK ROAD,VIRGINIA BEACH,VA,23454,UAB,1,N,CHESAPEAKE,OFFER-IN-COMPROMISE,12/11/2009,02/11/10,15,,,,,,
755,FAT TUESDAYS RESTAURANT & BAR,56089,"315 N GREAT NECK RD, STE 208",VIRGINIA BEACH,VA,23454,"CONVICTION LAW APPLICABLE TO MANUFACTURE, ETC OF ALCOHOL",1,N,CHESAPEAKE,INITIAL HEARING,7/9/2009,04/09/10,10," $ 1,000.00 ",,,,,
800,YAMA SUSHI BAR,40573,1485 GENERAL BOOTH BLVD STE 107,VIRGINIA BEACH,VA,23454,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,3/10/2010,05/03/10,," $ 2,000.00 ",,,,,
805,FRANKIES PLACE,59192,1080 NIMMO PKWY STE 100,VIRGINIA BEACH,VA,23454,CEASES TO QUALIFY x 2; NOT OPERATING A RESTAURANT,3,N,CHESAPEAKE,INITIAL HEARING,12/29/2009,04/29/10,,,,,,,TERMINATED; LICENSE SURRENDERED
518,HARTZ,12275,1049 INDEPENDENCE BLVD,VIRGINIA BEACH,VA,23455,"QUALIFICATIONS TO RETAIN MB LICENSE-""RESTAURANT""",1,N,CHESAPEAKE,APPEAL HEARING,3/31/2009,01/20/10,10," $ 1,000.00 ",,,,,
550,FOOD EAGLE,75320,2021 INDEPENDENCE BLVD,VIRGINIA BEACH,VA,23455,"UAB, DESIGNATED MANAGER NOT ON DUTY",2,N,CHESAPEAKE,CONSENT SETTLEMENT,11/3/2009,02/04/10,," $ 2,500.00 ",,,,,
554,BP HAYGOOD ROAD,62226,4904 HAYGOOD ROAD,VIRGINIA BEACH,VA,23455,CONVICTION OF A FELONY OR ANY OTHER CRIME OR OFFENSE INVOLVING MORAL TURPITUDE,1,N,CHESAPEAKE,INITIAL HEARING,6/2/2000,02/03/10,,,,,,,APPLICATION-LICENSE GRANTED
874,HARTZ,12275,1049 INDEPENDENCE BLVD,VIRGINIA BEACH,VA,23455,ALLOWED PROHIBITED CONDUCT,1,N,CHESAPEAKE,APPEAL HEARING,9/2/2009,06/03/10,25," $ 1,200.00 ",,,,,
880,GREEN PARROT GRILLE,41371,4494 LOOKOUT ROAD,VIRGINIA BEACH,VA,23455,FAIL TO COMPLY WITH CONDITION/RESTRICTION OF LICENSE,2,N,CHESAPEAKE,OFFER-IN-COMPROMISE,8/8/2009,06/08/10,0," $ 3,000.00 ",0,,,,
798,TEXAS STEAKHOUSE & SALOON,16901,2052 LYNNHAVEN PKWY,VIRGINIA BEACH,VA,23456,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,3/5/2010,04/28/10,," $ 2,000.00 ",,,,,
847,FRESH WORLD,56195,2029 LYNNHAVEN PKWY,VIRGINIA BEACH,VA,23456,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,3/5/2010,05/17/10,25,,,,,,
80,TAJ BAZAR,49147,"5444 VIRGINIA BEACH BVLD, STE 105-106",VIRGINIA BEACH,VA,23462,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/2/2009,08/05/09,25,,,,,,
158,ZUSHI,39634,4540 MAIN STREET,VIRGINIA BEACH,VA,23462,UAB,1,N,CHESAPEAKE,OFFER-IN-COMPROMISE,5/28/2009,08/20/09,," $ 1,500.00 ",,,,,
179,PRIMO PIZZA,53555,4876 PRINCESS ANNE ROAD #113,VIRGINIA BEACH,VA,23462,UAB,1,N,CHESAPEAKE,INITIAL HEARING,11/3/2008,08/28/09,20," $ 1,750.00 ",,,,,
329,HILTON GARDEN INN VIRGINIA BEACH TOWN CTR,29137,252 TOWN CENTER DRIVE,VIRGINIA BEACH,VA,23462,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,8/7/2009,11/09/09,," $ 2,000.00 ",,,,,
352,TRI SOM RESTAURANT & LOUNGE,39547,152 B SOUTH PLAZA TRAIL,VIRGINIA BEACH,VA,23462,"FAILED TO OBLITERATE MB STAMPS, KPT MB NOT BEARING MB STAMPS, AFTER HOURS CONSUMPTION OF AB-MB LOCALITY, QUALIFICATIONS TO RETAIN MB LICENSE-""RESTAURANT""",4,Y,CHESAPEAKE,INITIAL HEARING,1/27/2009,11/13/09,15," $ 4,000.00 ",,,Y,,"MB LICENSE-REVOKED, WB LICENSE-CIVIL PENALTY"
404,EL GRAN RODEO RESTAURANTE MEXICANO,10372,5265 PRINCESS ANNE ROAD,VIRGINIA BEACH,VA,23462,"CONSUMPTION OF A.B. BY A PERSON LESS THAN 21 YOA, CONSUMTION OF A.B. BY 4 INTOX PERSONS, EMPLOYEE CONSUMING A.B. WHILE ON DUTY, DESIGNATED MANAGER NOT POSTED",4,N,CHESAPEAKE,INITIAL HEARING,8/7/2008,12/08/09,30," $ 6,500.00 ",10,,,Y,"CH 3-DISMISSED, CHS 1,2 & 4-PENALTY"
670,MINI MART,55346,601 NEWTOWN RD,VIRGINIA BEACH,VA,23462,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,1/29/2010,03/03/10,," $ 2,000.00 ",,,,,
799,7 ELEVEN STORE 2514 26670 H,41491,4750 BAXTER RD,VIRGINIA BEACH,VA,23462,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,3/6/2010,04/28/10,," $ 2,000.00 ",,,,,
911,MANGO'S MEXICAN RESTAURANT SPORTS GRILL,45652,544 NEWTOWN ROAD,VIRGINIA BEACH,VA,23462,SO LOCATED/CHURCH & DAY CARE AND PEACE & GOOD ORDER,2,Y,CHESAPEAKE,APPEAL HEARING,,06/17/10,,,,,,Y,APPLICATION TO REMOVE RESTRCITIONS GRANTED w/RESTRICTIONS & CONDITIONS
566,CHIBA JAPANESE STEAKHOUSE,43552,5294 FAIRFIELD SHOPPING CTR,VIRGINIA BEACH,VA,23464,FAILED TO SUMBIT ANNUAL REVIEW REPORT,1,N,CHESAPEAKE,CONSENT SETTLEMENT,12/8/2009,02/08/10,, $ 500.00 ,,,,,
812,SOUTH MILITARY CITGO,33156,841 SOUTH MILITARY HWY.,VIRGINIA BEACH,VA,23464,UAB AND FAILED TO HAVE DESIGNATED MGR. PRESENT,2,N,CHESAPEAKE,APPEAL HEARING,6/9/2009,05/03/10,25," $ 2,500.00 ",,,,,
865,KVILLE BAR & GRILLE,53969,1342 KEMPSVILLE RD,VIRGINIA BEACH,VA,23464,MBAR,1,Y,CHESAPEAKE,INITIAL HEARING,10/1/2009,05/21/10,,,,12,,,APPLICATION GRANTED
669,TURN ONE RESTAURANT & SPORTS BAR,60771,"1155 N 4TH ST, SUITE 200",WYTHEVILLE,VA,23482,"DEFRAUD THE BOARD, FINANCIAL RESPONSIBILITY",2,Y,SOUTHWEST,INITIAL HEARING,1/1/2006,03/02/10,,,,,,Y,DISMISSED
59,KANGAROO EXPRESS #3702,39970,1146 N MILITARY HWY,NORFOLK,VA,23502,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,5/17/2009,07/29/09,," $ 2,000.00 ",,,,,
100,THE OLIVE GARDEN RESTAURANT 161,49998,5920 E VIRGINIA BEACH BLVD,NORFOLK,VA,23502,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,5/22/2009,08/05/09,," $ 2,000.00 ",,,,,
149,THE CLUBHOUSE,73476,1527 AZALEA GARDEN ROAD,NORFOLK,VA,23502,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/11/2009,08/20/09,," $ 2,000.00 ",,,,,
587,MI HOGAR MEXICAN RESTAURANT,19506,471 N MILITARY HWY,NORFOLK,VA,23502,UAB,1,N,CHESAPEAKE,INITIAL HEARING,5/22/2009,02/03/10,25," $ 2,000.00 ",,,,,
84,ROYAL GARDEN CHINESE RESTAURANT,36447,155 W OCEAN VIEW AVENUE,NORFOLK,VA,23503,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/8/2009,08/05/09,25,,,,,,
88,FARM FRESH SUPERMARKET 246,78210,179 W OCEAN VIEW AVENUE,NORFOLK,VA,23503,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,5/17/2009,08/05/09,," $ 2,000.00 ",,,,,
