RECORD CONTROL NUMBER,LICENSEE NAME,ABC LICENSE #,PHYSICAL ADDRESS,CITY,STATE,ZIP,CHARGES,NUMBER OF CHARGES,REPEAT ABC OFFENSE?,REGION,DISPOSITION METHOD,VIOLATION DATE,CONTINUANCE?,DATE AVAILABLE TO H & A,DATE HEARD,DECISION DATE,DISPOSITION DATE,SUSPENSION (DAYS), CIVIL PENALTY ($) ,MANDATORY SUSP. W/ CIVIL PENALTY (DAYS),PROBATION (MONTHS),REVOKED (Y/N),DISMISSED (Y/N),OTHER,,,,,,,,,,
543,O'LEARYS BAR & GRILL,8647,"2865 LYNHAVEN DR, SUITE D3",VIRGINIA BEACH,VA,23451,UAB,1,Y,CHESAPEAKE,CONSENT SETTLEMENT,2/23/2013,N,3/8/2013,,,4/2/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
549,THUMBS,78733,605 VIRGINIA BEACH BOULEVARD,VIRGINIA BEACH,VA,23451,UAB,1,N,CHESAPEAKE,APPEAL HEARING,4/20/2012,Y,5/31/2012,9/11/2012,10/24/2012,4/10/2013,,,,12,,,PROCEEDINGS DEFERRED FOR 12 MONTHS,,,,,,,,,,
550,BAYSIDE BAR AND GRILL,64782,"2973 SHORE DRIVE, SUITE 106",VIRGINIA BEACH,VA,23451,"CONDUCTED HAPPY HOUR CONTRARY TO THE RULES AND REGULATIONS OF THE BOARD, UAB",2,Y,CHESAPEAKE,APPEAL HEARING,1/27/2012,Y,7/20/2012,9/12/2012,11/6/2012,4/10/2013,,,,12,,,PROCEEDINGS DEFERRED FOR 12 MONTHS,,,,,,,,,,
659,DOCKSIDE,26864,3311 SHORE DRIVE,VIRGINIA BEACH,VA,23451,UAB; FAILED TO HAVE A DESIGNATED MANAGER PRESENT & IN CHARGE OF BUSINESS,2,N,CHESAPEAKE,OFFER IN COMPROMISE,2/23/2013,N,3/12/2013,5/30/2013,,6/6/2013,," $ 1,500.00 ",,,,,,,,,,,,,,,
367,7 ELEVEN STORE 2514-33385 B,51237,308 LYNNHAVEN PARKWAY,VIRGINIA BEACH,VA,23452,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/14/2012,N,11/30/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
523,DON GALLO INC,61420,"2728 NORTH MALL DR, SUITE 117",VIRGINIA BEACH,VA,23452,"PURCHASED WINE/BEER FROM OTHER THAN MANUFACTURER, BOTTLER, WHOLESALER",1,N,CHESAPEAKE,CONSENT SETTLEMENT,12/15/2012,N,2/15/2013,,,3/25/2013,7,,,,,,,,,,,,,,,,
121,OMEGA MEDITERRANEAN REST & BAR LLC,62196,401 N GREAT NECK RD,VIRGINIA BEACH,VA,23454,GROSS RECEIPTS FROM SLAE OF FOOD AND NONALCOHOLIC BEVERAGES < 45% OF GROSS RECEIPTS OF MB AND FOOD; CEASES TO QUALIFY AS A RESTAURANT,2,N,CHESAPEAKE,INITIAL HEARING,12/31/2011,Y,5/2/2012,6/25/2012,7/31/2012,9/6/2012,20," $ 1,500.00 ",,,,Y,CHG 2 DISMISSED,,,,,,,,,,
301,BONESHAKERS SPORTS BAR & GRILL,67794,1297 GENERAL BOOTH BLVD,VIRGINIA BEACH,VA,23454,UAB,1,N,CHESAPEAKE,INITIAL HEARING,4/20/2012,Y,5/31/2012,8/15/2012,10/2/2012,12/4/2012,15," $ 1,500.00 ",,,,,,,,,,,,,,,
414,MARACAS CARIBBEAN CUISINE LLC,79610,"2224 VIRGINIA BEACH BLVD, STE 113",VIRGINIA BEACH,VA,23454,ESTABLISHMENT CEASES TO QUALIFY AS A RESTAURANT,1,N,CHESAPEAKE,INITIAL HEARING,8/31/2012,N,10/24/2012,11/27/2012,12/11/2012,1/11/2013,,,,,,,APPLICATION - LICENSE GRANTED,,,,,,,,,,
469,7 ELEVEN STORE 19348-A,80900,1575 MILL DAM ROAD,VIRGINIA BEACH,VA,23454,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,11/14/2012,N,1/14/2013,,,2/8/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
535,SMOKIES,27710,1715 HARPERS ROAD,VIRGINIA BEACH,VA,23454,UAB,1,N,CHESAPEAKE,OFFER IN COMPROMISE,11/9/2012,Y,12/7/2012,,,3/29/2013,," $ 1,500.00 ",,,,,RSVP ALL EMPLOYEES WITH IN 6 MONTHS,,,,,,,,,,
624,PLAZA AZTECA,42268,1824 LASKIN ROAD,VIRGINIA BEACH,VA,23454,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,3/27/2013,N,4/19/2013,,,5/21/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
642,7 MARTNI & TAPAS,79245,"2181 UPTON DRIVE, STE 420",VIRGINIA BEACH,VA,23454,"PURCHASED WINE OR BEER FOR RESALE FROM A PERSON OTHER THAN A MANUFACTURER, BOTTLER, WHOLESALER ",1,N,CHESAPEAKE,OFFER IN COMPROMISE,3/21/2013,N,4/9/2013,,,5/28/2013,, $ 250.00 ,,,,,,,,,,,,,,,
683,FARM FRESH SUPERMARKET 197,78200,1615 GENERAL BOOTH BOULEVARD,VIRGINIA BEACH,VA,23454,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,4/13/2013,N,5/24/2013,,,6/24/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
209,CHEETAH'S,11149,1808 DIAMOND SPRINGS ROAD,VIRGINIA BEACH,VA,23455,"LOITERING BY INTOXICATED PERSON; ALLOWED OBSCENE LITERATURE, PICTURES OR MATERIALS ON THE PREMISES; ALLOWED PROHIBITED CONDUCT ON THE LICENSED PREMISES X 4, QUALIFICATIONS X 3",9,N,CHESAPEAKE,OFFER IN COMPROMISE,5/16/2012,N,8/2/2012,,,10/19/2012,10," $ 5,000.00 ",10,,,,,,,,,,,,,,
363,FARM FRESH FOOD AND PHARMACY,44476,1069 INDEPENDENCE BLVD.,VIRGINIA BEACH,VA,23455,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,10/19/2012,N,11/29/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
431,RESTAURANTE OLE,67681,5191 SHORE DRIVE,VIRGINIA BEACH,VA,23455,UAB; ALLOWED DONNA JEAN PEYER TO BE IN CHARGE OF THE BUSINESS AND FAILED TO KEEP HER NAME POSTED,2,N,CHESAPEAKE,INITIAL HEARING,5/10/2012,N,7/31/2012,9/12/2012,10/24/2012,1/15/2013,15," $ 2,000.00 ",,,,,,,,,,,,,,,
505,7 ELEVEN STORE 33638-A,64482,1100 INDEPENDENCE BOULEVARD,VIRGINIA BEACH,VA,23455,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,2/2/2013,N,2/15/2013,,,3/18/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
548,LA CASA RANA,25826,3656 SHORE DRIVE,VIRGINIA BEACH,VA,23455,"SO LOCATED/PEACE AND GOOD ORDER, SO LOCATED/RESIDENCE",2,N,CHESAPEAKE,APPEAL HEARING,5/29/2012,N,7/31/2012,9/12/2012,10/23/2012,4/1/2013,,,,,,,APPLICATION - LICENSE GRANTED W /RESTRICTIONS,,,,,,,,,,
2,VIRGINIA BEACH FIELD HOUSE,65599,2157 LANDSTOWN RD,VIRGINIA BEACH,VA,23456,LICENSEE CONSENTED TO SOMETHING OF VALUE BY CHESBAY DISTRIBUTING CO,1,N,CHESAPEAKE,INITIAL HEARING,9/6/2011,N,3/6/2012,4/12/2012,5/31/2012,7/3/2012,10," $ 1,000.00 ",,,,,,,,,,,,,,,
134,MARGIE & RAYS KITCHEN & CRAB HOUSE,1657,1240 SANDBRIDGE ROAD,VIRGINIA BEACH,VA,23456,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/26/2012,N,8/10/2012,,,9/12/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
164,7 ELEVEN STORE 34728-A,78659,2444 NIMMO PARKWAY,VIRGINIA BEACH,VA,23456,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,8/25/2012,N,8/29/2012,,,9/24/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
288,PUNGO GRILL,12440,1785 PRINCESS ANNE RD,VIRGINIA BEACH,VA,23456,CEASES TO QUALIFY AS A RESTAURANT,1,N,CHESAPEAKE,INITIAL HEARING,4/30/2012,N,7/19/2012,8/15/2012,10/10/2012,11/26/2012,10," $ 1,000.00 ",,,,,,,,,,,,,,,
640,HELLS POINT GOLF COURSE,44531,2700 ATWOODTOWN ROAD,VIRGINIA BEACH,VA,23456,"PURCHASED WINE OR BEER FOR RESALE FROM A PERSON OTHER THAN A MANUFACTURER, BOTTLER, WHOLESALER ",1,N,CHESAPEAKE,OFFER IN COMPROMISE,4/1/2013,N,4/18/2013,,,5/24/2013,, $ 500.00 ,,,,,,,,,,,,,,,
661,ZEST,51978,312 SANDBRIDGE RD,VIRGINIA BEACH,VA,23456,FAIL TO TIMELY SUBMIT MBAR,1,Y,CHESAPEAKE,INITIAL HEARING,9/1/2012,Y,11/6/2012,3/19/2013,5/9/2013,6/11/2013,10," $ 1,000.00 ",,,,,,,,,,,,,,,
71,MANGOS MEXICAN RESTAURANT SPORTS GRILL,45652,"544 NEWTOWN RD, STE 158",VIRGINIA BEACH,VA,23462,LICENSEE FAILED TO COMPLY WITH A RESTRICTION OF THE LICENSE,1,N,CHESAPEAKE,INITIAL HEARING,2/25/2012,N,3/8/2012,5/2/2012,6/5/2012,8/2/2012,,,,,,,,,,,,,,,,,
109,MINI ITALIA NEW YORK PIZZERIA,59425,665 NEWTOWN ROAD,VIRGINIA BEACH,VA,23462,UAB,1,Y,CHESAPEAKE,OFFER IN COMPROMISE,6/12/2012,N,7/12/2012,,,8/31/2012,30,,,,,,,,,,,,,,,,
115,RED STAR TAVERN,32441,201 TOWN CENTER DRIVE,VIRGINIA BEACH,VA,23462,"FAIL TO TIMELY SUBMIT ANNUAL REVIEW REPORT FOR YEAR ENDING APRIL 30, 2012.",1,Y,CHESAPEAKE,CONSENT SETTLEMENT,7/17/2012,N,8/3/2012,,,9/4/2012,," $ 1,000.00 ",,,,,,,,,,,,,,,
432,MINI MART,55346,601 NEWTOWN RD,VIRGINIA BEACH,VA,23462,UAB,1,N,CHESAPEAKE,INITIAL HEARING,9/14/2012,N,10/17/2012,11/27/2012,12/14/2012,1/15/2013,60," $ 5,000.00 ",20,,,,,,,,,,,,,,
501,ROYALE BLUE,46735,800 BAKER ROAD,VIRGINIA BEACH,VA,23462,CAUSE EXISTS/LICENSEE FAILED TO TAKE REASONABLE MEASURES TO PREVENT THE LICENSED PREMISES FROM BECOMING A PLACE WHERE PATRONS OF THE ESTABLISHMENT COMMIT CRIMINAL VIOLATIONS; CAUSE EXISTS/PEACE AND GOOD ORDER,2,N,CHESAPEAKE,APPEAL HEARING,8/25/2012,Y,11/26/2012,12/12/2012,12/21/2012,3/11/2013,,,,,Y,,,,,,,,,,,,
522,THE BRITISH SHOP,79327,"676 N WITCHDUCK ROAD, SUITE A",VIRGINIA BEACH,VA,23462,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,2/2/2013,N,2/14/2013,,,3/25/2013,25,,,,,,,,,,,,,,,,
663,QMASTER BILLIARDS II REST & SHOWROOM,59206,5612A PRINCESS ANNE ROAD,VIRGINIA BEACH,VA,23462,"FAIL TO  TIMELY SUBMIT ANNUAL REVIEW REPORT FOR YEAR ENDING JUNE 30, 2012.",1,Y,CHESAPEAKE,CONSENT SETTLEMENT,12/5/2012,N,5/14/2013,,,6/13/2013,, $ 500.00 ,,,,,,,,,,,,,,,
677,MANGO'S MEXICAN RESTAURANT SPORTS GRILL,45652,"544 NEWTOWN ROAD, STE 158",VIRGINIA BEACH,VA,23462,KEPT ALCOHOLIC BEVERAGES LICENSEE NOT AUTHORIZED TO SELL AND KEEP X2; FAILED TO OBLITERATE MB STAMPS X2; FAILED TO COMPLY WITH RESTRICTION OF LICENSE; ,5,N,CHESAPEAKE,OFFER IN COMPROMISE,3/8/2013,Y,3/25/2013,,,6/20/2013,," $ 6,500.00 ",45,,,,NEW OWNER - NEW NAME,,,,,,,,,,
173,7 ELEVEN STORE 24187-A,69531,5259 INDIAN RIVER ROAD,VIRGINIA BEACH,VA,23464,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,8/25/2012,N,9/13/2012,,,10/2/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
488,TROPICAL DELIGHTS RESTAURANT,3760,"6220 INDIAN RIVER ROAD, SUITE C",VIRGINIA BEACH,VA,23464,LICENSEE FAILED TO OBLITERATE THE MIXED BEVERAGE STAMPS WHEN CONTAINERS WERE EMPTIED,1,N,CHESAPEAKE,CONSENT SETTLEMENT,12/14/2012,N,1/17/2013,,,2/22/2013,, $ 500.00 ,,,,,,,,,,,,,,,
536,THE ZONE,79816,1342 KEMPSVILLE ROAD,VIRGINIA BEACH,VA,23464,UAB,1,N,CHESAPEAKE,OFFER IN COMPROMISE,11/19/2012,Y,12/5/2012,,,3/29/2013,," $ 1,500.00 ",,,,,RSVP ALL EMPLOYEES WITH IN 6 MONTHS,,,,,,,,,,
1,PAPA GRANDE,60353,"5957 E VIRGINIA BEACH BLVD, STE 10",NORFOLK,VA,23502,FAIL TO OBLITERATE MB STAMPS; KEPT UNAUTHORIZED ALCOHOL,2,N,CHESAPEAKE,INITIAL HEARING,3/2/2012,N,3/21/2012,4/11/2012,6/1/2012,7/3/2012,10," $ 1,500.00 ",,,,,,,,,,,,,,,
28,SURF RIDER WEST RESTAURANT,48819,"700 NEWTOWN ROAD, SUITE 20",NORFOLK,VA,23502,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,6/5/2012,N,6/14/2012,,,7/13/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
54,VETERANS OF FOREIGN WARS OF US,8336,5728 BARTEE STREET,NORFOLK,VA,23502,UAB; PERMITTED 2 PERSONS WHO ERE NEITHER MEMBERS OR GUESTS TO PATRONIZE ESTABLISHMENT; SOLD ALCOHOLIC BEVERAGE AUTHORIZED BY THE LICENSE BUT TO AND UNAUTHORIZED PERSON,3,N,CHESAPEAKE,OFFER IN COMPROMISE,6/5/2012,N,6/14/2012,,,7/24/2012,," $ 2,500.00 ",,12,,,,,,,,,,,,,
145,PAPA GRANDE,60353,5957 EAST VIRGINIA BEACH BLVD. STE. 10,NORFOLK,VA,23502,FAILED TO OBLITERATE MIXED BEVERAGE STAMPS IMMEDIATELY WHEN CONTAINERS OF ALCOHOLIC BEVERAGES WERE EMPTIED; KEPT AT THE PLACE DESCRIBED IN THE LICENSE ALCOHOLIC BEVERAGES WHICH THE LICENSEE WAS NOT AUTHORIZED TO SELL AND KEEP UNDER THE LICENSE,2,N,CHESAPEAKE,APPEAL HEARING,3/2/2012,N,3/21/2012,4/11/2012,6/1/2012,9/14/2012,7, $ 500.00 ,,,,,WRITTEN WARNING FOR CHG. 2,,,,,,,,,,
254,RUBY TUESDAY,10482,1201 N MILITARY HIGHWAY,NORFOLK,VA,23502,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,9/28/2012,N,10/10/2012,,,10/31/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
274,DOLLAR TREE DEALS,67611,5900 E VIRGINIA BEACH BLVD.,NORFOLK,VA,23502,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,9/28/2012,N,10/18/2012,,,11/19/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
4,WILLOUGHBY BP,47482,357 W OCEAN VIEW AVE,NORFOLK,VA,23503,ALLOWED A PERSON TO ACT A DESIGNATED MANAGER WITHOUT APPROVAL,1,N,CHESAPEAKE,INITIAL HEARING,3/6/2012,N,3/21/2012,4/12/2012,5/31/2012,7/3/2012,7, $ 500.00 ,,,,,,,,,,,,,,,
207,MERRIMAC MARKET,31956,986 MERRIMAC AVENUE,NORFOLK,VA,23504,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,8/25/2012,N,9/14/2012,,,10/18/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
337,RACE COAST,64395,303 E LITTLE CREEK ROAD,NORFOLK,VA,23505,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,10/23/2012,N,11/27/2012,,,12/28/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
277,OSULLIVANS WHARF,27189,4300 COLLEY AVE,NORFOLK,VA,23508,FAILED TO SUBMIT ANNUAL REVIEW REPORT TO THE BOARD,1,Y,CHESAPEAKE,INITIAL HEARING,2/27/2012,Y,4/25/2012,7/19/2012,8/28/2012,11/15/2012,30," $ 4,000.00 ",5,,,,,,,,,,,,,,
214,FRESH PRIDE #111,58762,"720 CHURCH STREET, SUITE 1",NORFOLK,VA,23510,UAB,1,N,CHESAPEAKE,CONSENT SETTLEMENT,8/25/2012,N,10/3/2012,,,10/22/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
454,CURE COFFEEHOUSE & BRASSERIE,67686,503 BOTETOURT ST,NORFOLK,VA,23510,UAB,1,N,CHESAPEAKE,INITIAL HEARING,8/24/2012,N,10/11/2012,11/28/2012,12/20/2012,1/24/2013,15," $ 1,500.00 ",,,,,,,,,,,,,,,
557,TINEE GIANT,55183,2863 EARLY STREET,NORFOLK,VA,23513,ALLOWED CONSUMPTION BY UAB; ALLOWED CONSUMPTION BY EMPLOYEE; ALLOWED CONSUMPTION EXCEPT AS PROVIDED UNDER ABC ACT; AIDED OR ABETTED PERSONS IN CONSUMING/OFFERING DRINKS UN UNLICENSED PLACE,4,N,CHESAPEAKE,INITIAL HEARING,3/14/2012,Y,3/29/2012,1/10/2013,3/1/2013,4/10/2013,10," $ 2,500.00 ",,,,Y,CHARGE 1 DISMISSED,,,,,,,,,,
271,FOOD LION 1188,9832,2401 COLLEY AVENUE,NORFOLK,VA,23517,UAB,1,Y,CHESAPEAKE,OFFER IN COMPROMISE,8/24/2012,N,9/14/2012,,,11/15/2012,," $ 5,000.00 ",,,,,,,,,,,,,,,
118,JERRY'S,4679,878 E LITTLE CREEK RD,NORFOLK,VA,23518,ROBERT V CHICO WAS CONVICTED OF A FELONY OR ANY OFFENSE INVOLVING MORAL TURPITUDE,1,N,CHESAPEAKE,INITIAL HEARING,3/7/2012,Y,3/23/2012,6/5/2012,8/1/2012,9/6/2012,5, $ 500.00 ,,,,,,,,,,,,,,,
8,DYNASTY RESTAURANT AND LOUNGE,62665,3516 WASHINGTON AVE,NEWPORT NEWS,VA,23601,CEASES TO QUALIFY AS A RESTAURANT,1,N,HAMPTON,INITIAL HEARING,10/1/2011,N,3/27/2012,5/1/2012,5/31/2012,7/3/2012,10," $ 1,000.00 ",,12,,,,,,,,,,,,,
105,HILTON TAVERN,67613,10184 WARWICK BOULEVARD,NEWPORT NEWS,VA,23601,UAB,1,N,HAMPTON,APPEAL HEARING,11/11/2012,Y,1/6/2012,3/21/2012,5/25/2012,8/24/2012,,,,,,,FINAL DISPOSITION DEFERRED FOR 12 MONTHS.,,,,,,,,,,
144,CLUB PARADISE II,59550,11312 JEFFERSON AVENUE,NEWPORT NEWS,VA,23601,DEFRAUDED OR ATTEMPTED TO DEFRAUD THE BOARD & VA DEPT OF TAXATION; DEFRAUDED OR ATTEMPTED TO DEFRAUD THE BOARD & THE CITY OF NEWPORT NEWS,2,N,HAMPTON,APPEAL HEARING,11/22/2012,Y,3/11/2012,3/1/2012,5/4/2012,9/14/2012,30," $ 2,000.00 ",15,,,,,,,,,,,,,,
161,LIQUID BLUE,8510,606 DRESDEN   DRIVE,NEWPORT NEWS,VA,23601,ALLOWED PROHIBITED CONDUCT UPON THE LICENSED PREMISES,1,N,HAMPTON,OFFER IN COMPROMISE,8/17/2012,N,9/5/2012,,,9/24/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
185,LIQUID BLUE,8510,606 DRESDEN   DRIVE,NEWPORT NEWS,VA,23601,GROSS RECEIPTS FROM FOOD AND NONALCOHOLIC BEVERAGES < 45% SALES OF MIXED BEVERAGES AND FOOD,1,N,HAMPTON,INITIAL HEARING,1/31/2011,Y,4/25/2012,7/16/2012,8/28/2012,10/11/2012,10," $ 1,500.00 ",,,,,,,,,,,,,,,
419,CLUB PARADISE II,59550,11312 JEFFERSON AVENUE,NEWPORT NEWS,VA,23601,ANTHONY OLUGBENGA ROMINIYI WAS CONVICTED OF A FELONY OR CRIME OR OFFENSE INVOLVING MORAL TURPITUDE,1,N,HAMPTON,INITIAL HEARING,4/12/2012,Y,7/19/2012,11/26/2012,12/6/2012,1/11/2013,,,,,,,REDUCED TO WRITTEN WARNING,,,,,,,,,,
647,DYNASTY RESTAURANT AND LOUNGE,62665,3516 WASHINGTON AVENUE,NEWPORT NEWS,VA,23601,QUALIFICATIONS,1,Y,HAMPTON,APPEAL HEARING,8/31/2012,N,12/7/2012,1/9/2013,2/22/2013,6/3/2013,15," $ 2,000.00 ",,,,,,,,,,,,,,,
362,KYUNG SUNG RESTAURANT,42814,13748 WARWICK BLVD.,NEWPORT NEWS,VA,23602,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,11/1/2012,N,12/4/2012,,,1/4/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
167,JUNCTION RESTAURANT,10324,16916 WARWICK BLVD,NEWPORT NEWS,VA,23603,LICENSEE ALLOWED PROHIBITED CONDUCT UPON LICENSED PREMISES X2; LICENSEE PREPARED MIXED BEVERAGES EXCEPT PURSUANT TO PATRONS ORDER,3,N,HAMPTON,INITIAL HEARING,1/19/2012,Y,4/16/2012,8/2/2012,8/24/2012,9/25/2012,10," $ 1,500.00 ",,,,Y,CHG 1 DISMISSED,,,,,,,,,,
32,HAPPY SHOPPER,58100,10126 JEFFERSON AVENUE,NEWPORT NEWS,VA,23605,UAB,1,N,HAMPTON,APPEAL HEARING,11/22/2011,Y,1/11/2012,2/29/2012,4/24/2012,7/16/2012,," $ 1,000.00 ",,12,,,RSVP TRAINING WITHIN 12 MOS. OF BD. ORDER,,,,,,,,,,
83,HAYASHI SUSHI & GRILL,44377,"11920 MERCHANTS WALK, SUITE 106",NEWPORT NEWS,VA,23606,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,4/21/2012,N,5/1/2012,,,8/14/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
300,SUSHI & SPICE,41986,"12368 WARWICK BLVD, STE 111",NEWPORT NEWS,VA,23606,"LICENSEE FAILED TO KEEP COMPLETE, ACCURATE, AND SEPARATE RECORDS",1,Y,HAMPTON,INITIAL HEARING,6/25/2012,N,7/31/2012,9/26/2012,10/19/2012,12/4/2012,7, $ 250.00 ,,,,,,,,,,,,,,,
554,BLEECHER SPORTS BAR AND GRILL,80960,605 PILOT HOUSE DR,NEWPORT NEWS,VA,23606,SO LOCATED THAT VIOLATIONS RELATING TO PEACE AND GOOD ORDER WOULD RESULT FROM ISSUANCE OF LICENSE; SO LOCATED WITH RESPECT TO RESIDENTIAL AREA OPERATION WOULD AFFECT REAL PROPERTY VALUES; APPLICANT NOT LEGITIMATE OWNER; HAS NOT DEMONSTRATED FINANCIAL RESPONSIBILITY,4,N,HAMPTON,INITIAL HEARING,11/27/2012,N,12/13/2012,1/9/2013,2/25/2013,4/10/2013,,,,,,,APPLICATION - LICENSE WITHDRAWN,,,,,,,,,,
601,CLUB LIANA'S,81125,11975 JEFFERSON AVENUE,NEWPORT NEWS,VA,23606,"APPLICANT NOT PERSON OR GOOD MORAL CHARACTER & REPUTE, DOES NOT CONFORM TO THE REQUIREMENTS OF THE GOVERNING BODY OF THE CITY OF NEWPORT NEWS, FINANCIAL RESPONSIBILITY, FINANCIAL RESPONSIBILITY",4,N,HAMPTON,APPEAL HEARING,9/27/2012,N,11/1/2012,11/15/2012,12/14/2012,5/13/2013,,,,,,,APPLICATION - LICENSES REFUSED,,,,,,,,,,
416,HAWKINS QUICK STOP,81107,3208 MADISON AVE,NEWPORT NEWS,VA,23607,LAWRENCE HAWKINS HAS BEEN CONVICTED OF A FELONY OR ANY CRIME INVOLVING MORAL TURPITUDE,1,N,HAMPTON,INITIAL HEARING,11/1/2012,N,11/1/2012,11/15/2012,12/4/2012,1/11/2013,,,,,,,APPLICATION GRANTED WITH RESTRICTIONS,,,,,,,,,,
422,QUICK SHOP FOOD MART,69339,2014 WICKHAM AVENUIE,NEWPORT NEWS,VA,23607,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,8/23/2012,N,8/29/2012,,,1/14/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
11,VA062 TEXACO CORNER MART,33462,15215 WARWICK BLVD.,NEWPORT NEWS,VA,23608,UAB,1,Y,HAMPTON,CONSENT SETTLEMENT,6/12/2012,N,6/15/2012,,,7/9/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
336,7 ELEVEN STORE 2516 27256-B,55352,13400 JEFFERSON AVE,NEWPORT NEWS,VA,23608,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,11/1/2012,N,11/28/2012,,,12/28/2012,," $ 2,000.00 ",,,,,,,,,,,,,,,
483,WOODCREEK PIT STOP,62591,13377 JEFFERSON AVE,NEWPORT NEWS,VA,23608,UAB,1,Y,HAMPTON,INITIAL HEARING,11/1/2012,N,11/29/2012,1/8/2013,1/22/2013,2/25/2013,30," $ 3,000.00 ",10,,,,,,,,,,,,,,
512,HAVANA & SAN JUAN CAFÉ,69907,"13144 JEFFERSON AVENUE, SUITE A",NEWPORT NEWS,VA,23608,UAB; KEPT ALCOHOLIC BEVERAGES NOT AUTHORIZED TO SELL,2,N,HAMPTON,CONSENT SETTLEMENT,11/1/2012,N,12/6/2012,,,3/18/2013,," $ 2,500.00 ",,,,,,,,,,,,,,,
552,ROBINSONS GROCERY STORE,9405,603 E 6TH STREET,FRONT ROYAL,VA,23630,FAILED TO HAVE A DESIGNATED MANAGER PRESENT & IN CHARGE OF BUSINESS,1,Y,STAUNTON,CONSENT SETTLEMENT,2/21/2013,N,2/26/2013,,,4/8/2013,," $ 1,000.00 ",,,,,,,,,,,,,,,
685,FOOD LION 1671,11322,425A WYTHE CREEK ROAD,POQUOSON,VA,23662,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,5/1/2013,N,5/23/2013,,,6/24/2013,," $ 2,000.00 ",,,,,,,,,,,,,,,
43,THAI PAPAYA RESTAURANT,36595,"2708 N ARMISTEAD AVE, SUITE C",HAMPTON,VA,23666,UAB,1,N,HAMPTON,CONSENT SETTLEMENT,6/1/2012,N,6/27/2012,,,7/20/2012,25,,,,,,,,,,,,,,,,
52,NASCAR SPORTS GRILL LUCKIES DUELING PIANOS,38225,1990 POWER PLANT PKWY,HAMPTON,VA,23666,THE GROSS RECEIPTS WERE LESS THAN 45% FROM THE SALE OF FOOD AND NONALCOHOLIC BEVERAGES,1,N,HAMPTON,OFFER IN COMPROMISE,2/29/2012,Y,5/24/2012,,,7/24/2012,, $ 500.00 ,,,,,CHARGE MODIFIED TO FAILURE TO SUBMIT COMPLETE AND ACCURATE MBAR,,,,,,,,,,
261,BENSI RISTORANTE ITALIANO,64334,5101 KILGORE AVE,HAMPTON,VA,23666,FAILED TO TIMELY SUBMIT ANNUAL REVIEW REPORT,1,N,HAMPTON,INITIAL HEARING,6/28/2012,N,7/19/2012,8/13/2012,10/2/2012,11/6/2012,10," $ 1,000.00 ",,,,,,,,,,,,,,,
